,0,1,2,3,4,5,6,7,8
0,0.017069826704814883,0.11849755792340526,2.9197729111720547,0.12252800815426831,0.0725138888888889,0.05273030429345561,7.0,3.76,6.8149999999999995
1,0.010985326725143848,0.11172632261558477,2.8775229642791285,0.13783595274152816,0.09044444444444447,0.06329025983048493,5.906666666666666,3.616666666666667,6.123333333333334
2,0.011965545140581582,0.06592235005108878,3.0975113918100172,0.1642416438228242,0.13068749999999998,0.08625468945393913,6.975,4.14,6.075
3,0.007982139144485673,0.07434301418901614,3.070090986373016,0.13770433264253454,0.08466666666666667,0.05201125468945393,5.68,4.29,5.72
4,0.005907943184161257,0.04825973801878584,2.988396986417749,0.14376135819422897,0.09709722222222221,0.06242878977351674,7.1,4.38,7.26
5,0.0068905743659676945,0.08086930696644434,2.87334084041831,0.19036465531797303,0.16494444444444448,0.11265805196609698,6.71,3.2,6.16
6,0.008837047522154917,0.11868759304242286,2.969090799412515,0.13511710420392292,0.09005555555555556,0.06722245380019452,6.380000000000001,4.025,6.05
7,0.015282757043044024,0.07396935937565478,2.8597325634612814,0.14880604767319466,0.08864583333333334,0.06378699458107544,6.65,4.53,6.42
8,0.007490745107168763,0.09280090216253385,2.9297821693166863,0.10761237724412097,0.066125,0.043080450187578154,5.95,3.26,5.699999999999999
9,0.003917843500721372,0.06347356832473437,2.9287621173399936,0.16854648438311476,0.14090625,0.07763651521467278,7.08,3.855,5.955
10,0.005660097623512252,0.08324227823665599,3.1339334036823177,0.16169838870618275,0.12439583333333333,0.07966861192163402,6.92,4.64,4.98
11,0.015733125967595723,0.1541096138955092,3.0448419613992757,0.12292521413823906,0.07772222222222223,0.05482840072252328,6.1499999999999995,3.6033333333333335,6.293333333333333
12,0.014777924808922788,0.06715998018967376,2.931897412309351,0.09511908510211939,0.05429166666666667,0.036598582742809506,6.1,3.485,5.43
13,0.010621063173242611,0.11882059634092919,3.0031074995232823,0.11589684160083927,0.06300000000000001,0.04537567736556898,6.184444444444443,4.364444444444444,5.871111111111111
14,0.007114418137278774,0.11315780599999097,2.9452674876861216,0.12978192956005902,0.07213541666666667,0.05186536056690287,7.09,4.476666666666667,6.073333333333333
15,0.01619330826207483,0.15529169113680974,2.941943023199867,0.14834215443443535,0.12007291666666667,0.06845560650270946,5.7575,3.675,6.022500000000001
16,0.008532254026719905,0.11494942643845917,2.840164393925257,0.11982200362406013,0.07932638888888889,0.05113936362373211,6.260000000000001,4.126666666666666,6.073333333333333
17,0.00748616097253249,0.08587628530565293,2.832070689867945,0.12214488425737681,0.06373611111111112,0.04798527164096152,5.415,3.3499999999999996,5.66
18,0.00531243782837835,0.059550203272776665,2.742034083570152,0.12074309693345134,0.06811111111111111,0.05421008753647353,5.725,4.055,6.145
19,0.010963936905301012,0.07959619267869675,2.974327114785825,0.11231354856199616,0.0439375,0.03249270529387245,5.41,3.67,6.35
20,0.004215358208665292,0.06792019340122192,2.846710269685752,0.11538710910858568,0.06979166666666667,0.04609906905655134,6.034285714285714,3.7414285714285715,5.8775
