,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,And exact.,0.69269198179245,0 days 00:00:04.600000,0 days 00:00:06.900000,04/06/22,220406_001_others.wav
1," And honestly, I totally changed the way I acted with him in the same with Simon Gilbert.",0.8897297978401184,0 days 00:00:12.800000,0 days 00:00:17.900000,04/06/22,220406_001_others.wav
2, Where I?,0.9701259136199951,0 days 00:00:19.200000,0 days 00:00:19.900000,04/06/22,220406_001_others.wav
3, and I would take every,0.9774328470230103,0 days 00:00:29,0 days 00:00:31.900000,04/06/22,220406_001_others.wav
4," Thing he did as like offensive to my being like a fucking like dish in the sink for 3 days like that. That's like an affront to me and my yeah, and I think",0.9372386932373047,0 days 00:00:33.700000,0 days 00:00:48.300000,04/06/22,220406_001_others.wav
5, And I just I do think that I have this light and I don't know.,0.8446423411369324,0 days 00:01:24.700000,0 days 00:01:29.600000,04/06/22,220406_001_others.wav
6," That's not, that's not true.",0.8568723797798157,0 days 00:01:52.800000,0 days 00:01:55.300000,04/06/22,220406_001_others.wav
7," and I didn't like,",0.8966569900512695,0 days 00:02:24.100000,0 days 00:02:25,04/06/22,220406_001_others.wav
8, Trying to embrace that bit more I guess.,0.9321353435516357,0 days 00:02:26.200000,0 days 00:02:28.500000,04/06/22,220406_001_others.wav
9, Leaving now.,0.8508525490760803,0 days 00:02:30.800000,0 days 00:02:32.900000,04/06/22,220406_001_others.wav
10," I don't want to always like, young female and like,",0.858696460723877,0 days 00:02:38.500000,0 days 00:02:42,04/06/22,220406_001_others.wav
11, I think it was probably something. I don't know.,0.9626948833465576,0 days 00:02:46,0 days 00:02:49.400000,04/06/22,220406_001_others.wav
12," No, no, no.",0.8928389549255371,0 days 00:02:51.800000,0 days 00:02:52.300000,04/06/22,220406_001_others.wav
13," Like while he was talking, I was thinking about why this time disappearing and why I feel like that. Like I don't, I don't",0.9354181885719299,0 days 00:02:55.700000,0 days 00:03:04.500000,04/06/22,220406_001_others.wav
14, anger.,0.5890246629714966,0 days 00:03:09.100000,0 days 00:03:09.800000,04/06/22,220406_001_others.wav
15," like I said, no to my being like that anymore, you know, I just",0.920298159122467,0 days 00:03:12.600000,0 days 00:03:16.400000,04/06/22,220406_001_others.wav
16," What I feel anymore. That's the part of the problem is that I I feel the life. I'm living is like,",0.9318219423294067,0 days 00:03:19.800000,0 days 00:03:27.600000,04/06/22,220406_001_others.wav
17," I want to live right now. I, I feel can.",0.8548545837402344,0 days 00:03:29.400000,0 days 00:03:33.700000,04/06/22,220406_001_others.wav
18," I'm not like doing anything with people, you know, and when I bumped his friends and stuff like that, it's like",0.9135907292366028,0 days 00:03:50.100000,0 days 00:03:57.100000,04/06/22,220406_001_others.wav
19, I'm always like.,0.8106876015663147,0 days 00:03:58.400000,0 days 00:03:59.400000,04/06/22,220406_001_others.wav
20, Character.,0.8344786763191223,0 days 00:04:02.600000,0 days 00:04:03.300000,04/06/22,220406_001_others.wav
21," Alive, you know what? I mean? I just I just feel like I'm fucking",0.9423437714576721,0 days 00:04:09.700000,0 days 00:04:14.700000,04/06/22,220406_001_others.wav
22," yeah, I just I just realized just",0.7973175048828125,0 days 00:04:16.700000,0 days 00:04:19.100000,04/06/22,220406_001_others.wav
23, Going through some motions with stuff like that. I don't know if I'm like this. My best self song should. I don't know if I'm like.,0.9013572931289673,0 days 00:04:22,0 days 00:04:29.700000,04/06/22,220406_001_others.wav
24, I like.,0.8510907888412476,0 days 00:04:30.900000,0 days 00:04:31.500000,04/06/22,220406_001_others.wav
25," My friends, like I I feel like I'm letting everyone.",0.8153803944587708,0 days 00:04:32.600000,0 days 00:04:37,04/06/22,220406_001_others.wav
26, Yeah.,0.848392128944397,0 days 00:04:42.600000,0 days 00:04:43,04/06/22,220406_001_others.wav
27," I mean, here's the thing. I just said.",0.9818508625030518,0 days 00:04:47,0 days 00:04:48.500000,04/06/22,220406_001_others.wav
28, I just walked a sport like 8 on.,0.877040684223175,0 days 00:04:50.500000,0 days 00:04:54.500000,04/06/22,220406_001_others.wav
29," Stopping some scrap saying, you know, the kid Disney Capstone things. No one else. I've just like doing it and it sucks.",0.8400541543960571,0 days 00:04:56.200000,0 days 00:05:08,04/06/22,220406_001_others.wav
30, they just I feel like I just feel like my imagination like,0.855699360370636,0 days 00:05:17.300000,0 days 00:05:24.900000,04/06/22,220406_001_others.wav
31," You know, like I don't think I have that much fun anymore either. Like honestly, my phone is like fun would be like this with a beer, you know, in like a few more in the fridge like that. And like this is great but more like",0.9283660054206848,0 days 00:05:32.400000,0 days 00:05:49.400000,04/06/22,220406_001_others.wav
32," I mean, I personally, whatever, I mean like song, You Know.",0.9352560639381409,0 days 00:06:01,0 days 00:06:03.300000,04/06/22,220406_001_others.wav
33, Angrily typing.,0.9680885076522827,0 days 00:06:07.400000,0 days 00:06:09.900000,04/06/22,220406_001_others.wav
34," It's not like that. I don't even like you more than the average person. Like, a ridiculous amount more. Personally. I think, you know, and then when you pile on like, calling my parents, go to fucking therapy. I like to like, meditate, like this. Like,",0.8749302625656128,0 days 00:06:16.200000,0 days 00:06:32,04/06/22,220406_001_others.wav
35," I just wish like lonely right now, feeling I have and that's what I'm talkin about.",0.8781639933586121,0 days 00:06:44.500000,0 days 00:06:51.100000,04/06/22,220406_001_others.wav
36, Do we need to spend more time together has been released out of my mind. Is that like we didn't answer me cuz of the weather and I was just and I was just like the first thing to go because it's like three times.,0.9296680092811584,0 days 00:06:53.800000,0 days 00:07:08.800000,04/06/22,220406_001_others.wav
37," Dumb. Like,",0.7922263741493225,0 days 00:07:26.600000,0 days 00:07:27.400000,04/06/22,220406_001_others.wav
38, Requirements to do then do next semester. So we just didn't even talk about it.,0.7713842988014221,0 days 00:07:28.400000,0 days 00:07:37.800000,04/06/22,220406_001_others.wav
39," The weirdest friendships around like totally separate than, I know it's so different.",0.7360749840736389,0 days 00:07:40.400000,0 days 00:07:54.900000,04/06/22,220406_001_others.wav
40, Me too.,0.8201594352722168,0 days 00:07:58.600000,0 days 00:07:59.900000,04/06/22,220406_001_others.wav
41," I don't know, you know.",0.8643234968185425,0 days 00:08:01.300000,0 days 00:08:04.200000,04/06/22,220406_001_others.wav
42," and honestly, if we just did, but you got",0.9100161790847778,0 days 00:08:10.600000,0 days 00:08:14.400000,04/06/22,220406_001_others.wav
43," Yeah, I know.",0.9578117728233337,0 days 00:08:22.300000,0 days 00:08:23,04/06/22,220406_001_others.wav
44," and I think that's my, you know, it just",0.8620498180389404,0 days 00:08:25.600000,0 days 00:08:31.400000,04/06/22,220406_001_others.wav
45, I think it's a man thing. Partially. I know I hurt you.,0.8095377087593079,0 days 00:08:34.100000,0 days 00:08:46.800000,04/06/22,220406_001_others.wav
46, Is Prince Andrew's birthday?,0.9137707948684692,0 days 00:08:56.400000,0 days 00:08:57.500000,04/06/22,220406_001_others.wav
47," you know, and it's like",0.9668823480606079,0 days 00:09:01.300000,0 days 00:09:03.900000,04/06/22,220406_001_others.wav
48, I don't understand that but I kind of that sounds beautiful.,0.9365033507347107,0 days 00:09:05.100000,0 days 00:09:09.500000,04/06/22,220406_001_others.wav
49, It doesn't make it.,0.9781861305236816,0 days 00:09:12.800000,0 days 00:09:14,04/06/22,220406_001_others.wav
50," Yeah, it does.",0.8132632374763489,0 days 00:09:18,0 days 00:09:20.200000,04/06/22,220406_001_others.wav
51, we're taking the time to like commiserate instead of,0.9486473798751831,0 days 00:09:28.100000,0 days 00:09:30.700000,04/06/22,220406_001_others.wav
52," Stop, swallowing Northern Brotherhood.",0.6317594051361084,0 days 00:09:34.600000,0 days 00:09:39.900000,04/06/22,220406_001_others.wav
53, I can just see you're getting frustrated. I know.,0.8080694675445557,0 days 00:09:45.900000,0 days 00:09:54.800000,04/06/22,220406_001_others.wav
54," What are we about to go fucking you were about to go live even even raided our lives with like a lot of cool things that like a lot of people don't have you known, even if we were still going to be boring.",0.9418712854385376,0 days 00:09:58.900000,0 days 00:10:12.700000,04/06/22,220406_001_others.wav
55," You know, that's the problem in a hotel. Let's do nothing. Walking even that because at least we were hanging out in the date today.",0.8977503180503845,0 days 00:10:25.300000,0 days 00:10:56.300000,04/06/22,220406_001_others.wav
56," Yeah, I know.",0.9300472736358643,0 days 00:10:57.800000,0 days 00:10:59.500000,04/06/22,220406_001_others.wav
57," Men and I get up and all I think about is what I have to do is just sucking, you know, figure out my day till night. It was really hot today.",0.9190898537635803,0 days 00:11:10.200000,0 days 00:11:26.300000,04/06/22,220406_001_others.wav
58," so, now you're in the",0.7230728268623352,0 days 00:11:28.300000,0 days 00:11:30.100000,04/06/22,220406_001_others.wav
59," What am I going to do? It's like the only fucking. It's kind of like something like I'm almost enough for me, but exactly.",0.9212966561317444,0 days 00:11:30.600000,0 days 00:11:46.100000,04/06/22,220406_001_others.wav
60," like I said,",0.5489988923072815,0 days 00:11:50.800000,0 days 00:11:52.300000,04/06/22,220406_001_others.wav
61, I'll probably end up.,0.9876290559768677,0 days 00:11:55.900000,0 days 00:11:57,04/06/22,220406_001_others.wav
62," I do not like, I'm not weird, like I'm not paying like empty, my friend really lip.",0.8735899925231934,0 days 00:12:00.300000,0 days 00:12:04.100000,04/06/22,220406_001_others.wav
63, And we don't have any choice man. The choice would be to drop out or fail out like you were here.,0.9186045527458191,0 days 00:12:08.400000,0 days 00:12:14.500000,04/06/22,220406_001_others.wav
64," I don't fucking know. And I have truly truly am starting to like eight, the playroom, although I really hate that I need to.",0.9245653748512268,0 days 00:12:18.800000,0 days 00:12:27.500000,04/06/22,220406_001_others.wav
65," The other day and like, like all this shit sucks. But up their kind of interesting. Like when you go past the 6:10 break from each other until I get out of here.",0.902777910232544,0 days 00:12:30.800000,0 days 00:12:50.900000,04/06/22,220406_001_others.wav
66," Oh, that's going to be so sick. Oh, yeah, I think it I think it don't know what I'm on one.",0.8826422095298767,0 days 00:12:52.300000,0 days 00:13:05.200000,04/06/22,220406_001_others.wav
67, Alvin Lee anything.,0.8957670331001282,0 days 00:13:07.700000,0 days 00:13:10.600000,04/06/22,220406_001_others.wav
68, And the reason why?,0.9674131870269775,0 days 00:13:12.800000,0 days 00:13:22.200000,04/06/22,220406_001_others.wav
69," Anymore, just a moment. Like if it's just like,",0.5496364831924438,0 days 00:13:25.700000,0 days 00:13:29.400000,04/06/22,220406_001_others.wav
70, I like a g that I've come.,0.7199498414993286,0 days 00:13:40.500000,0 days 00:13:42.300000,04/06/22,220406_001_others.wav
71," The best analogy that I've come up to you and he can't. He's like, he's sort of like made because he was like, why he didn't go to college figure to be reviled. It, ain't like that drinks, a lot, all that, unlike unlike deeply and genuinely. Do, you know? And whenever when it's like I remember like ever since I was a little kid, like I would see them together like drinking a beer, you know, and it's like b or not. This is not a meeting of equals here. Just like he's kind of like, yeah.",0.948661208152771,0 days 00:13:47.800000,0 days 00:14:38.300000,04/06/22,220406_001_others.wav
72," This is a vacation for me, a hundred percent.",0.974478006362915,0 days 00:14:44.800000,0 days 00:14:47.900000,04/06/22,220406_001_others.wav
73, but I just been trying to let go of like,0.9268428683280945,0 days 00:14:49.900000,0 days 00:14:51.800000,04/06/22,220406_001_others.wav
74," any anger and some eye appointment in him, but it's like,",0.9424960613250732,0 days 00:14:53,0 days 00:14:58.100000,04/06/22,220406_001_others.wav
