,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"On the bathroom thing, somebody leaves the deposit on the seat, the whole time. I don't know who is something gross on the seats, like, water from the hands or something.",0.9435213208198547,0 days 00:03:07.800000,0 days 00:03:18.100000,03/20/22,220320_001_others.wav
1, Maybe Eric.,0.724297285079956,0 days 00:03:19,0 days 00:03:20.800000,03/20/22,220320_001_others.wav
2, We never sent it off.,0.8999649286270142,0 days 00:03:43,0 days 00:03:44,03/20/22,220320_001_others.wav
3, Okay.,0.9729831218719482,0 days 00:03:53.700000,0 days 00:03:54.300000,03/20/22,220320_001_others.wav
4, He died.,0.7257012128829956,0 days 00:04:22.700000,0 days 00:04:24.300000,03/20/22,220320_001_others.wav
5," You just remember what your old? Yeah, you got me.",0.9685978889465332,0 days 00:04:32.600000,0 days 00:04:37.700000,03/20/22,220320_001_others.wav
6, When do Road.,0.7111846804618835,0 days 00:04:44.500000,0 days 00:04:46.100000,03/20/22,220320_001_others.wav
7, You can exist.,0.7754334807395935,0 days 00:04:57.400000,0 days 00:04:58.300000,03/20/22,220320_001_others.wav
8, if I leave my,0.8153947591781616,0 days 00:04:59.300000,0 days 00:05:00,03/20/22,220320_001_others.wav
9," I'll be going by the book, an Uber.",0.5241649150848389,0 days 00:05:36.800000,0 days 00:05:38.400000,03/20/22,220320_001_others.wav
10, Okay.,0.9275719523429871,0 days 00:05:42.400000,0 days 00:05:42.900000,03/20/22,220320_001_others.wav
11, Hilarious.,0.8870236277580261,0 days 00:05:44.700000,0 days 00:05:45.500000,03/20/22,220320_001_others.wav
12, Grandma.,0.8152574300765991,0 days 00:05:56.800000,0 days 00:05:57.400000,03/20/22,220320_001_others.wav
13, Some of them bit smarter than I am.,0.6654832363128662,0 days 00:06:11.300000,0 days 00:06:13.400000,03/20/22,220320_001_others.wav
14," Oh, yeah.",0.5369062423706055,0 days 00:06:46.500000,0 days 00:06:47.300000,03/20/22,220320_001_others.wav
15, And I'm going to.,0.9336221218109131,0 days 00:07:00.400000,0 days 00:07:01.500000,03/20/22,220320_001_others.wav
16, A flight at 6:45.,0.8144383430480957,0 days 00:07:04.100000,0 days 00:07:05.700000,03/20/22,220320_001_others.wav
17, Oh my,0.5538219213485718,0 days 00:07:10.200000,0 days 00:07:10.900000,03/20/22,220320_001_others.wav
18," I'll be right there, only.",0.8338157534599304,0 days 00:07:22.300000,0 days 00:07:23.200000,03/20/22,220320_001_others.wav
19, Okay.,0.8010862469673157,0 days 00:07:24.100000,0 days 00:07:25.500000,03/20/22,220320_001_others.wav
20, Tropicali.,0.30128371715545654,0 days 00:07:32.300000,0 days 00:07:33.200000,03/20/22,220320_001_others.wav
21, They said in Swedish Melissa when they say it. Like that pretty bad names.,0.8499632477760315,0 days 00:08:07.800000,0 days 00:08:13.900000,03/20/22,220320_001_others.wav
22," Which is, you know. Some time ago you like you treated, Gosa.",0.9290168881416321,0 days 00:08:16.800000,0 days 00:08:23.500000,03/20/22,220320_001_others.wav
23," We could just chill really unpleasant, you know.",0.7005683183670044,0 days 00:08:28.900000,0 days 00:08:40.100000,03/20/22,220320_001_others.wav
24," Yeah, and my dad, you know, my my dad just like yesterday, you know.",0.9371861219406128,0 days 00:08:43.800000,0 days 00:08:57.800000,03/20/22,220320_001_others.wav
25," Because it's like yesterday and the refugees in like, you know, I never thought like it has been just want to keep themselves. Whatever. And then my brother, just like it, you know.",0.9478464722633362,0 days 00:08:59.300000,0 days 00:09:09,03/20/22,220320_001_others.wav
26," Like, very rarely make.",0.9576975703239441,0 days 00:09:15.500000,0 days 00:09:18,03/20/22,220320_001_others.wav
27, But I like it.,0.8381072878837585,0 days 00:09:23.400000,0 days 00:09:24.800000,03/20/22,220320_001_others.wav
28," she's,",0.7999650835990906,0 days 00:09:31.300000,0 days 00:09:44.300000,03/20/22,220320_001_others.wav
29," He's out as ballast quite often. You know, he's, he's he's he's just extremely emotional.",0.9439035058021545,0 days 00:09:49.400000,0 days 00:09:57.400000,03/20/22,220320_001_others.wav
30," He's an extremely look like a head, like it.",0.8615953922271729,0 days 00:09:58.400000,0 days 00:10:01.100000,03/20/22,220320_001_others.wav
31," He's only in the things, you know, you know.",0.6742981672286987,0 days 00:10:02.300000,0 days 00:10:08.300000,03/20/22,220320_001_others.wav
32, And is often time. Is it in a good enough? My brother than the bad doesn't understand me or my emotion. And now I am experiencing hair.,0.8470391631126404,0 days 00:10:14.300000,0 days 00:10:27.300000,03/20/22,220320_001_others.wav
33, But he will.,0.9822213053703308,0 days 00:10:32.700000,0 days 00:10:33.300000,03/20/22,220320_001_others.wav
34," We had like a I could kill for Ben. You play too much by then to me. Yeah, I'll be up today. Probably was sleeping with me. Yeah, he's really good. He's really talented. I know, you know, what is an impression of land that first started interaction basically didn't acknowledge.",0.884376585483551,0 days 00:10:36.600000,0 days 00:11:15.800000,03/20/22,220320_001_others.wav
35, Anyone.,0.9593586921691895,0 days 00:11:17.300000,0 days 00:11:18.200000,03/20/22,220320_001_others.wav
36," That he know, just like a huge house.",0.919651448726654,0 days 00:11:42.800000,0 days 00:11:46.700000,03/20/22,220320_001_others.wav
37, That's where the brother.,0.857952356338501,0 days 00:11:50.800000,0 days 00:11:52.800000,03/20/22,220320_001_others.wav
38, You know everything but it's like there is no yes.,0.8591921925544739,0 days 00:11:56.100000,0 days 00:12:01,03/20/22,220320_001_others.wav
39, Like.,0.6802915930747986,0 days 00:12:05.800000,0 days 00:12:06.500000,03/20/22,220320_001_others.wav
40," The boy rapping, like hundreds of millions of enough like, you know, you know, you know, I didn't mean that.",0.8749691843986511,0 days 00:12:09.700000,0 days 00:12:21.500000,03/20/22,220320_001_others.wav
41," But inside, I really like.",0.6383300423622131,0 days 00:12:23.200000,0 days 00:12:24.600000,03/20/22,220320_001_others.wav
42," You must run into each other, a lot all the time.",0.912522554397583,0 days 00:12:32,0 days 00:12:34.900000,03/20/22,220320_001_others.wav
43," Lumiela creaming 3 single meal, your real glue and that everyone, you know, yeah, I think so.",0.869783341884613,0 days 00:12:37.200000,0 days 00:12:57.400000,03/20/22,220320_001_others.wav
44," Play. You're the middle child, man.",0.8072648644447327,0 days 00:13:00.800000,0 days 00:13:02.300000,03/20/22,220320_001_others.wav
45, Play lay by will my book set.,0.7102934718132019,0 days 00:13:16.800000,0 days 00:13:18.400000,03/20/22,220320_001_others.wav
46," It is you to sell you stuff, too. But like what I like from here.",0.6758946776390076,0 days 00:13:21.700000,0 days 00:13:26.800000,03/20/22,220320_001_others.wav
47," Yeah, you know me, too.",0.6160663962364197,0 days 00:13:29.300000,0 days 00:13:31.700000,03/20/22,220320_001_others.wav
48," Is like any sort of like it's not even like a fuck up, but just any any anything that is not done in his life perfectly. I really do. You know what you don't have.",0.9173253774642944,0 days 00:13:35.300000,0 days 00:13:48.400000,03/20/22,220320_001_others.wav
49, Hi.,0.8498916625976562,0 days 00:13:56.200000,0 days 00:13:56.600000,03/20/22,220320_001_others.wav
50, Yeah.,0.8487753868103027,0 days 00:13:58.100000,0 days 00:13:58.500000,03/20/22,220320_001_others.wav
51," It's also, it's so cool. What you mean?",0.7575314044952393,0 days 00:14:03.400000,0 days 00:14:15,03/20/22,220320_001_others.wav
52," Very open for my family, is much more of a sort of, or at least. That's that's a lot of",0.9242463111877441,0 days 00:14:23,0 days 00:14:28.400000,03/20/22,220320_001_others.wav
53," Now, it just yeah.",0.9384855031967163,0 days 00:14:30.700000,0 days 00:14:33.900000,03/20/22,220320_001_others.wav
54," Okay, it's really good.",0.9204115867614746,0 days 00:15:03.200000,0 days 00:15:08.200000,03/20/22,220320_001_others.wav
55," Visual, do you know?",0.8554632663726807,0 days 00:15:10.700000,0 days 00:15:13,03/20/22,220320_001_others.wav
56," Pancake, it's unbelievable.",0.9158199429512024,0 days 00:15:21.200000,0 days 00:15:23,03/20/22,220320_001_others.wav
57, Double double.,0.5347612500190735,0 days 00:15:41.400000,0 days 00:15:42.100000,03/20/22,220320_001_others.wav
58, On me.,0.8450963497161865,0 days 00:15:51.900000,0 days 00:15:52.900000,03/20/22,220320_001_others.wav
59," 400 pot licker, that's what I do immediately.",0.8840609192848206,0 days 00:16:00,0 days 00:16:14.500000,03/20/22,220320_001_others.wav
60, Heelys.,0.4250890910625458,0 days 00:16:21.400000,0 days 00:16:22.100000,03/20/22,220320_001_others.wav
61," Yeah, at least give me like that.",0.8554771542549133,0 days 00:16:23.100000,0 days 00:16:24.800000,03/20/22,220320_001_others.wav
62," Lululemon gift card, Xbox One Time, Justin Justin, you know, I haven't worked out a day in his life and he was wearing these like 11 for the life, you know, shorts, whatever. And I was",0.8884646892547607,0 days 00:16:25.700000,0 days 00:16:44.500000,03/20/22,220320_001_others.wav
63, What are you doing with that? Whatever Haley status like I don't know. How do you deal with a square family?,0.8573315739631653,0 days 00:16:45.400000,0 days 00:16:53.600000,03/20/22,220320_001_others.wav
64," Now, I got a couple Lululemon leggings. They're great night.",0.8305377960205078,0 days 00:17:03.100000,0 days 00:17:07.100000,03/20/22,220320_001_others.wav
65, Oh my God.,0.9400890469551086,0 days 00:17:09,0 days 00:17:10,03/20/22,220320_001_others.wav
66," Yeah, they really good coffee.",0.8393914103507996,0 days 00:17:15.700000,0 days 00:17:19.300000,03/20/22,220320_001_others.wav
67, Really nice house.,0.9399263262748718,0 days 00:17:38.400000,0 days 00:17:39.400000,03/20/22,220320_001_others.wav
68, I don't lie. I opened it. I was like,0.668102502822876,0 days 00:17:49,0 days 00:17:51.600000,03/20/22,220320_001_others.wav
69," Elite Imaging long time, you know, cuz he doesn't really nice. I like the medium yellow and sorry.",0.8939340114593506,0 days 00:17:54.500000,0 days 00:18:06.800000,03/20/22,220320_001_others.wav
70, And Eric's a squash player.,0.6767913103103638,0 days 00:18:17.400000,0 days 00:18:19,03/20/22,220320_001_others.wav
71, It is a lot of things. Yeah.,0.9372849464416504,0 days 00:18:20.300000,0 days 00:18:21.900000,03/20/22,220320_001_others.wav
72, At the light.,0.4790070354938507,0 days 00:18:30.400000,0 days 00:18:31.400000,03/20/22,220320_001_others.wav
73," You know, you're receiving my older brother 2.",0.82122802734375,0 days 00:18:33.500000,0 days 00:18:37.900000,03/20/22,220320_001_others.wav
74, I'll bet ya. What do you think about me older brother?,0.8382610082626343,0 days 00:18:39.200000,0 days 00:18:43,03/20/22,220320_001_others.wav
75, I like eating.,0.7342023849487305,0 days 00:18:45.100000,0 days 00:18:46.100000,03/20/22,220320_001_others.wav
76, Anyone else?,0.5202173590660095,0 days 00:18:49.400000,0 days 00:18:52.100000,03/20/22,220320_001_others.wav
77," Your dad is, I mean, it's like setting that I like her in his castle in Ireland.",0.7471562027931213,0 days 00:18:54.200000,0 days 00:18:59.700000,03/20/22,220320_001_others.wav
78," He's knocker. Oh, yeah.",0.8705095648765564,0 days 00:19:12,0 days 00:19:14.100000,03/20/22,220320_001_others.wav
79," Del Taco. You can go. Keep on going for a fact. He hasn't been allowed to get like they don't have any friends yet. But I mean,",0.8871222734451294,0 days 00:19:15,0 days 00:19:40.500000,03/20/22,220320_001_others.wav
80," But yeah, I know is that they don't really have any friends or all of their friends were in Europe until both both of them.",0.9145883917808533,0 days 00:19:46.800000,0 days 00:19:54.600000,03/20/22,220320_001_others.wav
81," It's been that way for a while. I don't know, I've been waiting.",0.9574416279792786,0 days 00:20:11.100000,0 days 00:20:13.800000,03/20/22,220320_001_others.wav
82, I got as well.,0.6996009349822998,0 days 00:20:17.200000,0 days 00:20:18.800000,03/20/22,220320_001_others.wav
83, 2640.,0.6604577302932739,0 days 00:20:20.800000,0 days 00:20:21.900000,03/20/22,220320_001_others.wav
84," Who do is their eyes are other good stuff around the village, briefly?",0.7546647787094116,0 days 00:20:46.700000,0 days 00:20:50.800000,03/20/22,220320_001_others.wav
85," Yeah, I am a little bit of like, I like to do.",0.8647260069847107,0 days 00:21:00.300000,0 days 00:21:03.600000,03/20/22,220320_001_others.wav
86, I'm like the only one who doesn't need to ask for my mom as best as possible to like stay in the room and do their own thing.,0.8990097641944885,0 days 00:21:05.100000,0 days 00:21:14.500000,03/20/22,220320_001_others.wav
87, Napa.,0.831927478313446,0 days 00:21:21.200000,0 days 00:21:21.700000,03/20/22,220320_001_others.wav
88," No, but, you know.",0.789635181427002,0 days 00:21:30.700000,0 days 00:21:32.100000,03/20/22,220320_001_others.wav
89, All done.,0.4812186360359192,0 days 00:21:33.100000,0 days 00:21:33.900000,03/20/22,220320_001_others.wav
90," Yes, totally.",0.7444729804992676,0 days 00:21:35.500000,0 days 00:21:39.200000,03/20/22,220320_001_others.wav
91, Beyonce's like hearts in the right place. Thank you.,0.8174209594726562,0 days 00:21:48.300000,0 days 00:21:51.600000,03/20/22,220320_001_others.wav
92, Yours.,0.8686867356300354,0 days 00:21:59.300000,0 days 00:22:00,03/20/22,220320_001_others.wav
93," Honestly, you know, yeah, he's living at home now for like it even.",0.8787419199943542,0 days 00:22:03.300000,0 days 00:22:17.400000,03/20/22,220320_001_others.wav
94, How do you know?,0.57048499584198,0 days 00:22:22.200000,0 days 00:22:23.200000,03/20/22,220320_001_others.wav
95, You know.,0.9636394381523132,0 days 00:22:27.300000,0 days 00:22:27.800000,03/20/22,220320_001_others.wav
96," Yeah, like, you know.",0.5241442918777466,0 days 00:22:33.700000,0 days 00:22:36.500000,03/20/22,220320_001_others.wav
97," Doesn't like a, you know.",0.747978925704956,0 days 00:22:42.600000,0 days 00:22:46.500000,03/20/22,220320_001_others.wav
98, Kiki time in a generalist.,0.868969738483429,0 days 00:22:49.700000,0 days 00:22:51.700000,03/20/22,220320_001_others.wav
99," Not like they like wild add, you know.",0.8358588814735413,0 days 00:22:56.700000,0 days 00:23:03.300000,03/20/22,220320_001_others.wav
100, Joshua.,0.7933688163757324,0 days 00:23:04,0 days 00:23:05.400000,03/20/22,220320_001_others.wav
101, Is wild a d h d?,0.775244951248169,0 days 00:23:11.100000,0 days 00:23:14,03/20/22,220320_001_others.wav
102," is absolutely wild thing is, is that",0.9309619069099426,0 days 00:23:15.300000,0 days 00:23:17.600000,03/20/22,220320_001_others.wav
103, Yeah.,0.37075260281562805,0 days 00:23:19.500000,0 days 00:23:22.800000,03/20/22,220320_001_others.wav
104, Were they really?,0.8464370369911194,0 days 00:23:28.600000,0 days 00:23:31.800000,03/20/22,220320_001_others.wav
105, How do you know of him?,0.8400285840034485,0 days 00:23:33.100000,0 days 00:23:34.100000,03/20/22,220320_001_others.wav
106, Because I suck dick.,0.9241013526916504,0 days 00:24:04.100000,0 days 00:24:05.400000,03/20/22,220320_001_others.wav
107, Why do you got them?,0.7222694754600525,0 days 00:24:17.200000,0 days 00:24:18.100000,03/20/22,220320_001_others.wav
108," Oh, really?",0.632253110408783,0 days 00:24:20.400000,0 days 00:24:22.400000,03/20/22,220320_001_others.wav
109, Turn on Amazon.,0.7981147766113281,0 days 00:24:24.400000,0 days 00:24:25,03/20/22,220320_001_others.wav
