,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,And I brush my teeth.,0.7709069848060608,0 days 00:00:13.100000,0 days 00:00:13.900000,04/07/22,220407_002_others.wav
1, Think I did.,0.908885657787323,0 days 00:00:16.800000,0 days 00:00:17.600000,04/07/22,220407_002_others.wav
2, I'll do it again.,0.9035502076148987,0 days 00:00:19.600000,0 days 00:00:20.500000,04/07/22,220407_002_others.wav
3, What is that?,0.842695415019989,0 days 00:03:03,0 days 00:03:03.600000,04/07/22,220407_002_others.wav
4, What?,0.7840436100959778,0 days 00:03:05.900000,0 days 00:03:06.300000,04/07/22,220407_002_others.wav
5, You don't like house.,0.9512997269630432,0 days 00:03:24,0 days 00:03:26,04/07/22,220407_002_others.wav
6," Yeah, at like 11:30, right on the DOT.",0.88483726978302,0 days 00:03:38.400000,0 days 00:03:43.200000,04/07/22,220407_002_others.wav
7, Annual.,0.3662838339805603,0 days 00:04:42.700000,0 days 00:04:43.300000,04/07/22,220407_002_others.wav
8, Does this add to the?,0.9613534212112427,0 days 00:08:55.300000,0 days 00:08:56.800000,04/07/22,220407_002_others.wav
9, The dress.,0.914897620677948,0 days 00:17:54,0 days 00:17:54.700000,04/07/22,220407_002_others.wav
10," No, but the people smoke so much weed.",0.9349815845489502,0 days 00:18:00.400000,0 days 00:18:04.700000,04/07/22,220407_002_others.wav
11, I definitely smoke weed.,0.9863265752792358,0 days 00:18:12,0 days 00:18:14.200000,04/07/22,220407_002_others.wav
12," If you're an older person, that's not like blonde dude with a you guys escaped, any plans or Mama?",0.887334406375885,0 days 00:18:18.400000,0 days 00:18:27.400000,04/07/22,220407_002_others.wav
13, Something.,0.845047652721405,0 days 00:18:54.600000,0 days 00:18:55.300000,04/07/22,220407_002_others.wav
14," Velvet, like we used to be given.",0.8283830881118774,0 days 00:18:59,0 days 00:19:01.700000,04/07/22,220407_002_others.wav
15, I might have to come back here after.,0.6111291646957397,0 days 00:19:45,0 days 00:19:47.100000,04/07/22,220407_002_others.wav
16, No.,0.7833924293518066,0 days 00:20:54.900000,0 days 00:20:55.400000,04/07/22,220407_002_others.wav
