,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Oh, yeah, where you going to?",0.9312509894371033,0 days 00:00:01.100000,0 days 00:00:02.700000,03/26/22,220326_003_others.wav
1, I'm going to BC.,0.823240339756012,0 days 00:00:08.100000,0 days 00:00:09,03/26/22,220326_003_others.wav
2, Hungry.,0.9450988173484802,0 days 00:00:21.200000,0 days 00:00:23,03/26/22,220326_003_others.wav
3, And the bike.,0.7808799743652344,0 days 00:00:26.200000,0 days 00:00:27,03/26/22,220326_003_others.wav
4," Oh, yeah.",0.9600769281387329,0 days 00:00:58.800000,0 days 00:01:00.500000,03/26/22,220326_003_others.wav
5, Finish.,0.8106131553649902,0 days 00:01:03.700000,0 days 00:01:04.300000,03/26/22,220326_003_others.wav
6, Interesting.,0.9713334441184998,0 days 00:01:15.700000,0 days 00:01:17.300000,03/26/22,220326_003_others.wav
7, I really enjoyed that design process.,0.7755782604217529,0 days 00:01:25.100000,0 days 00:01:27.600000,03/26/22,220326_003_others.wav
8, Stop really getting better.,0.9091941118240356,0 days 00:01:32.100000,0 days 00:01:35.400000,03/26/22,220326_003_others.wav
9, I know.,0.8916913866996765,0 days 00:01:39.300000,0 days 00:01:39.900000,03/26/22,220326_003_others.wav
10, I know.,0.9681235551834106,0 days 00:01:41.200000,0 days 00:01:41.900000,03/26/22,220326_003_others.wav
11," You know, you getting your way up.",0.9133437275886536,0 days 00:01:46.600000,0 days 00:01:48.100000,03/26/22,220326_003_others.wav
12," Either, you know.",0.8515324592590332,0 days 00:01:54,0 days 00:01:56.700000,03/26/22,220326_003_others.wav
13," and I'm doing and I'll text if not, it's just like",0.7520959377288818,0 days 00:01:59.700000,0 days 00:02:02.800000,03/26/22,220326_003_others.wav
14, Breeze. Lifezette.,0.48673564195632935,0 days 00:02:10.600000,0 days 00:02:11.600000,03/26/22,220326_003_others.wav
15," I like I love you, too.",0.7444796562194824,0 days 00:02:21.100000,0 days 00:02:24.300000,03/26/22,220326_003_others.wav
16, Vibrant Civil Society.,0.7046244740486145,0 days 00:02:33,0 days 00:02:35.300000,03/26/22,220326_003_others.wav
17, Do you want whatever? It's like?,0.7291595339775085,0 days 00:02:41.300000,0 days 00:02:44,03/26/22,220326_003_others.wav
18," remind me, like,",0.5715081095695496,0 days 00:02:45.300000,0 days 00:02:46.200000,03/26/22,220326_003_others.wav
19, Virginia.,0.9259980320930481,0 days 00:02:48.700000,0 days 00:02:49.400000,03/26/22,220326_003_others.wav
20, If you bring them.,0.9320658445358276,0 days 00:03:00.600000,0 days 00:03:01.500000,03/26/22,220326_003_others.wav
21, Okay.,0.8402994871139526,0 days 00:03:03.900000,0 days 00:03:07.700000,03/26/22,220326_003_others.wav
