,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Hey what's up,0.6470809578895569,0 days 00:00:56.700000,0 days 00:00:57.800000,02/28/22,220228_001_others.wav
1, orkar inte,0.7455135583877563,0 days 00:01:01,0 days 00:01:03.300000,02/28/22,220228_001_others.wav
2, watch wife,0.5636600255966187,0 days 00:01:04.200000,0 days 00:01:05.300000,02/28/22,220228_001_others.wav
3, Oj.,0.3670753538608551,0 days 00:01:07.100000,0 days 00:01:08.800000,02/28/22,220228_001_others.wav
4, Designtorget,0.6156216263771057,0 days 00:01:12.200000,0 days 00:01:17.200000,02/28/22,220228_001_others.wav
5, airbike,0.5837863087654114,0 days 00:01:18.500000,0 days 00:01:19.400000,02/28/22,220228_001_others.wav
6, Google Now,0.21532782912254333,0 days 00:01:21.900000,0 days 00:01:30,02/28/22,220228_001_others.wav
7, Ja.,0.6809428334236145,0 days 00:01:34,0 days 00:01:34.200000,02/28/22,220228_001_others.wav
8, Overwatch,0.5339178442955017,0 days 00:01:36.300000,0 days 00:01:37.700000,02/28/22,220228_001_others.wav
9, absorbera,0.15600605309009552,0 days 00:01:39.500000,0 days 00:01:40.800000,02/28/22,220228_001_others.wav
10, Borås,0.2962084114551544,0 days 00:01:45.200000,0 days 00:01:46.100000,02/28/22,220228_001_others.wav
11, det passar,0.1844491958618164,0 days 00:01:52.100000,0 days 00:01:54.700000,02/28/22,220228_001_others.wav
12, International,0.3892107605934143,0 days 00:01:58.900000,0 days 00:02:01,02/28/22,220228_001_others.wav
13, Vad kan jag säga nu?,0.35562023520469666,0 days 00:02:11.200000,0 days 00:02:12.800000,02/28/22,220228_001_others.wav
14, Radisson,0.17929531633853912,0 days 00:02:13.700000,0 days 00:02:14.700000,02/28/22,220228_001_others.wav
15, edition,0.6301158666610718,0 days 00:03:26.600000,0 days 00:03:28.400000,02/28/22,220228_001_others.wav
16, heja,0.16225269436836243,0 days 00:25:40.600000,0 days 00:25:42.900000,02/28/22,220228_001_others.wav
17, heja det att hon Missing With No I am okay. I am a christmas song.,0.6770745515823364,0 days 00:25:46.500000,0 days 00:26:00.800000,02/28/22,220228_001_others.wav
18, AIK all lights connecting to get back to a single One,0.5078508853912354,0 days 00:26:03.300000,0 days 00:26:09.700000,02/28/22,220228_001_others.wav
19, Ann är det där.,0.454153835773468,0 days 00:26:13,0 days 00:26:17.700000,02/28/22,220228_001_others.wav
20, i b d,0.27775463461875916,0 days 00:26:20.200000,0 days 00:26:22.300000,02/28/22,220228_001_others.wav
21, Olivia assistans,0.2124842405319214,0 days 00:26:30.900000,0 days 00:26:33.300000,02/28/22,220228_001_others.wav
22, snowflake,0.6756234765052795,0 days 00:26:36.300000,0 days 00:26:37.800000,02/28/22,220228_001_others.wav
23, Yesterday and you know how I can I can all of that My Heart's On an de är smartast i Minecraft,0.7830415368080139,0 days 00:26:48.900000,0 days 00:27:14.400000,02/28/22,220228_001_others.wav
24, melwin i Daniel alvernia,0.8620674014091492,0 days 00:27:28,0 days 00:27:31.800000,02/28/22,220228_001_others.wav
25, Nordea,0.12428406625986099,0 days 00:27:50.800000,0 days 00:27:51.800000,02/28/22,220228_001_others.wav
26, Bajen,0.06186080724000931,0 days 00:28:03.600000,0 days 00:28:04.500000,02/28/22,220228_001_others.wav
27, Agneta,0.9220046997070312,0 days 00:28:08.700000,0 days 00:28:10.500000,02/28/22,220228_001_others.wav
28, Florian ecobirdy via okej,0.5583213567733765,0 days 00:32:15.200000,0 days 00:32:29.900000,02/28/22,220228_001_others.wav
29, lägenhet,0.6126176714897156,0 days 00:32:42.200000,0 days 00:32:43.100000,02/28/22,220228_001_others.wav
30, Jag kan ju icons and unneberg.,0.7854686379432678,0 days 00:32:43.800000,0 days 00:32:56.800000,02/28/22,220228_001_others.wav
31, Men den där fick du det.,0.6941583752632141,0 days 00:33:18.300000,0 days 00:33:19.800000,02/28/22,220228_001_others.wav
32, Ring Aydin,0.6315826177597046,0 days 00:33:25.300000,0 days 00:33:28.800000,02/28/22,220228_001_others.wav
33, innan,0.1743154227733612,0 days 00:33:37.500000,0 days 00:33:38.500000,02/28/22,220228_001_others.wav
34, online,0.49287301301956177,0 days 00:33:52.600000,0 days 00:33:53.600000,02/28/22,220228_001_others.wav
35, Annie,0.8086839914321899,0 days 00:33:54.200000,0 days 00:33:55.200000,02/28/22,220228_001_others.wav
