,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Hey, I'm going to I'm going to do something crazy.",0.9019999504089355,0 days 00:00:12.100000,0 days 00:00:14,02/23/22,220223_005_me.wav
1, Okay.,0.9008097052574158,0 days 00:00:15.400000,0 days 00:00:15.900000,02/23/22,220223_005_me.wav
2, I will put one up ahead.,0.6517885327339172,0 days 00:00:32.200000,0 days 00:00:35.300000,02/23/22,220223_005_me.wav
3, Do the king now?,0.8088782429695129,0 days 00:00:39.100000,0 days 00:00:40.100000,02/23/22,220223_005_me.wav
4, Pork loin with the sky.,0.6815415620803833,0 days 00:00:42.900000,0 days 00:00:44.300000,02/23/22,220223_005_me.wav
5, I love it on Caton.,0.7956827878952026,0 days 00:01:04.400000,0 days 00:01:05.900000,02/23/22,220223_005_me.wav
6, Yeah.,0.8474923372268677,0 days 00:01:15,0 days 00:01:15.400000,02/23/22,220223_005_me.wav
7, I think you'll like music.,0.922437310218811,0 days 00:01:16.700000,0 days 00:01:21.700000,02/23/22,220223_005_me.wav
8," Call Kate, okay.",0.6494548916816711,0 days 00:01:28.300000,0 days 00:01:31,02/23/22,220223_005_me.wav
9, Gar real.,0.32157039642333984,0 days 00:01:33.900000,0 days 00:01:34.900000,02/23/22,220223_005_me.wav
10," Oh, that was a note.",0.8224307298660278,0 days 00:01:37.200000,0 days 00:01:39.900000,02/23/22,220223_005_me.wav
11," Loki, Loki, Loki. Look at me.",0.8613071441650391,0 days 00:01:43.600000,0 days 00:01:48.800000,02/23/22,220223_005_me.wav
12," Loki, you just like, why don't you listen?",0.9321988224983215,0 days 00:01:51.500000,0 days 00:01:54.800000,02/23/22,220223_005_me.wav
13, You are a fast one on Tube.,0.904708206653595,0 days 00:01:57.300000,0 days 00:02:01.400000,02/23/22,220223_005_me.wav
14, If you want to talk like in this neighborhood.,0.7626691460609436,0 days 00:02:07.200000,0 days 00:02:09.500000,02/23/22,220223_005_me.wav
15, Do you have a soundtrack now?,0.8140837550163269,0 days 00:02:11.200000,0 days 00:02:13.700000,02/23/22,220223_005_me.wav
16," This is Loki, Loki. This is my world, my world.",0.8406686782836914,0 days 00:02:15.900000,0 days 00:02:21.700000,02/23/22,220223_005_me.wav
17, Did he want it?,0.7242317795753479,0 days 00:02:31.100000,0 days 00:02:32,02/23/22,220223_005_me.wav
18, Gilbert Baker.,0.49885326623916626,0 days 00:02:34.800000,0 days 00:02:36.100000,02/23/22,220223_005_me.wav
19," What are you doing, mister?",0.9583789706230164,0 days 00:02:43.300000,0 days 00:02:44.600000,02/23/22,220223_005_me.wav
20, He's not very happy.,0.8061404228210449,0 days 00:02:48.900000,0 days 00:02:50.500000,02/23/22,220223_005_me.wav
21, I don't know. He's growling.,0.9640901684761047,0 days 00:02:58.700000,0 days 00:03:00.800000,02/23/22,220223_005_me.wav
22, Both of these little goatee.,0.8928273916244507,0 days 00:03:16.200000,0 days 00:03:17.900000,02/23/22,220223_005_me.wav
23, Roti boti.,0.7264457941055298,0 days 00:03:22.600000,0 days 00:03:23.600000,02/23/22,220223_005_me.wav
24," The show is this is for me. Just give up, man.",0.876573383808136,0 days 00:03:25.700000,0 days 00:03:29,02/23/22,220223_005_me.wav
25, Don't you love that guy?,0.5760306119918823,0 days 00:03:38.600000,0 days 00:03:41.100000,02/23/22,220223_005_me.wav
26, What? Like I'm going to try to make this guy ride him.,0.860802173614502,0 days 00:03:51.300000,0 days 00:03:53.400000,02/23/22,220223_005_me.wav
27, What that white can we look at that new movie called?,0.8167083263397217,0 days 00:03:55.200000,0 days 00:03:57.400000,02/23/22,220223_005_me.wav
28, When do?,0.41948872804641724,0 days 00:04:21.700000,0 days 00:04:22.400000,02/23/22,220223_005_me.wav
29, When's he coming home?,0.5178638696670532,0 days 00:04:24.500000,0 days 00:04:27,02/23/22,220223_005_me.wav
30, It's not thinking about the green guy.,0.5933758616447449,0 days 00:04:29.100000,0 days 00:04:30.700000,02/23/22,220223_005_me.wav
31, Manufacturing Gilbert.,0.8243509531021118,0 days 00:04:43.700000,0 days 00:04:45.100000,02/23/22,220223_005_me.wav
32, USPS tracking.,0.9431666135787964,0 days 00:04:50.400000,0 days 00:04:51.500000,02/23/22,220223_005_me.wav
33," What, why?",0.6943427920341492,0 days 00:04:54.700000,0 days 00:04:56.400000,02/23/22,220223_005_me.wav
34, Green.,0.6335117220878601,0 days 00:05:36.300000,0 days 00:05:37.200000,02/23/22,220223_005_me.wav
35, Either they give us about the green guy until someone else has it.,0.7828072309494019,0 days 00:05:40.800000,0 days 00:05:43.200000,02/23/22,220223_005_me.wav
36, Is it all about the chase?,0.9521452784538269,0 days 00:05:48.700000,0 days 00:05:51.500000,02/23/22,220223_005_me.wav
37, Yoki.,0.3025341331958771,0 days 00:06:01.800000,0 days 00:06:02.500000,02/23/22,220223_005_me.wav
38, No way.,0.7450933456420898,0 days 00:06:06.700000,0 days 00:06:07.300000,02/23/22,220223_005_me.wav
39, Can I?,0.5517923831939697,0 days 00:06:18.200000,0 days 00:06:19.100000,02/23/22,220223_005_me.wav
40," Times, we have to teach him how to how to make fire.",0.842385470867157,0 days 00:06:37.500000,0 days 00:06:40.200000,02/23/22,220223_005_me.wav
41, That's so funny. How do I I'm trying to find something. I'm trying to find something to do that. He's going to find a really funny.,0.9215707778930664,0 days 00:06:45.200000,0 days 00:06:51.400000,02/23/22,220223_005_me.wav
42, I'm going to put it on the tail.,0.9290009140968323,0 days 00:06:54.900000,0 days 00:06:57.700000,02/23/22,220223_005_me.wav
43, How do I cook? What if she eat some garlic?,0.728108823299408,0 days 00:07:04.600000,0 days 00:07:07.700000,02/23/22,220223_005_me.wav
44, They like spice.,0.7666687965393066,0 days 00:07:20.100000,0 days 00:07:21.200000,02/23/22,220223_005_me.wav
45, Forget ice is done.,0.7551203966140747,0 days 00:07:36.300000,0 days 00:07:38.200000,02/23/22,220223_005_me.wav
46, And I like the both of us.,0.5220082402229309,0 days 00:07:42.800000,0 days 00:07:44.300000,02/23/22,220223_005_me.wav
47," Oh, yes.",0.9367212057113647,0 days 00:07:51.500000,0 days 00:07:52.700000,02/23/22,220223_005_me.wav
48, Can I put on the? Can I take it off? This is so funny.,0.8688666224479675,0 days 00:07:54.200000,0 days 00:08:00.200000,02/23/22,220223_005_me.wav
49, Give me funny full of eyes.,0.7009668350219727,0 days 00:08:06.700000,0 days 00:08:08.300000,02/23/22,220223_005_me.wav
50, Hello.,0.9007625579833984,0 days 00:08:11.200000,0 days 00:08:11.800000,02/23/22,220223_005_me.wav
51, Let me see something.,0.930671751499176,0 days 00:08:27.200000,0 days 00:08:28.100000,02/23/22,220223_005_me.wav
52, I know he hasn't had another one.,0.6510347127914429,0 days 00:08:33.800000,0 days 00:08:36.500000,02/23/22,220223_005_me.wav
53, I don't think he Minds at all.,0.9325199723243713,0 days 00:08:52.300000,0 days 00:08:59,02/23/22,220223_005_me.wav
54," Now, we know where he is at all times.",0.9568357467651367,0 days 00:09:01.200000,0 days 00:09:02.500000,02/23/22,220223_005_me.wav
55, No one balloons. Good.,0.8020181655883789,0 days 00:09:04.100000,0 days 00:09:05.700000,02/23/22,220223_005_me.wav
56," It is fall into the chat, isn't it?",0.7891134023666382,0 days 00:09:13.300000,0 days 00:09:15.500000,02/23/22,220223_005_me.wav
