,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"When you don't know each other yet, you know, it's like it's like it.",0.9131073951721191,0 days 00:00:00,0 days 00:00:04.500000,03/11/22,220311_002_others.wav
1, House with someone.,0.878486692905426,0 days 00:00:06.800000,0 days 00:00:07.600000,03/11/22,220311_002_others.wav
2," You know, and you don't like it, you know what I mean? It's like a, it's like don't fool yourself, either. You guys just started dating.",0.8820953965187073,0 days 00:00:09.700000,0 days 00:00:18.200000,03/11/22,220311_002_others.wav
3," This is not like you guys are like married. What about going to move in? Whenever it like all these other than things, right? That like in your mind, you built that you seems like you've built it up to me.",0.936071515083313,0 days 00:00:20,0 days 00:00:29.600000,03/11/22,220311_002_others.wav
4, Those things are only going to make you react much stronger.,0.9724016189575195,0 days 00:00:30.700000,0 days 00:00:35.100000,03/11/22,220311_002_others.wav
5," It's going to make you feel worse, and it's also going to obscure being hot and seeing yourself.",0.9438192844390869,0 days 00:00:36.500000,0 days 00:00:44.300000,03/11/22,220311_002_others.wav
6, Do you know what I mean? You can take it for the it like this is like you guys are like exploring each other. They're exploring possibilities together. If it's going to walk.,0.8761386871337891,0 days 00:00:47.100000,0 days 00:00:56.400000,03/11/22,220311_002_others.wav
7," And it's okay. If it doesn't, I know what I got terrifying, but it's okay. It like, it's totally okay. If it doesn't know, I know.",0.9439461827278137,0 days 00:00:57.700000,0 days 00:01:06.300000,03/11/22,220311_002_others.wav
8, You know what? I mean?,0.875048816204071,0 days 00:01:07.500000,0 days 00:01:08.300000,03/11/22,220311_002_others.wav
9, I can do a feeling between like mid November.,0.8356855511665344,0 days 00:01:20.600000,0 days 00:01:26.500000,03/11/22,220311_002_others.wav
10," whatever to the end of our trip was like,",0.9590396881103516,0 days 00:01:30,0 days 00:01:33,03/11/22,220311_002_others.wav
11, The best time to even close. And we were like,0.7757279276847839,0 days 00:01:34,0 days 00:01:39.600000,03/11/22,220311_002_others.wav
12, Call Whitney.,0.9815692901611328,0 days 00:01:42,0 days 00:01:42.700000,03/11/22,220311_002_others.wav
13," And like, I don't need to be, that can't be different, right? But I do think that's what people say when they say the honeymoon. Phase.",0.9000806212425232,0 days 00:01:45.900000,0 days 00:02:00,03/11/22,220311_002_others.wav
14," I don't believe in that, but that doesn't mean that like because the honeymoon phase and ground the basis with action.",0.8526906371116638,0 days 00:02:02.800000,0 days 00:02:09.600000,03/11/22,220311_002_others.wav
15, That's not what?,0.6076859831809998,0 days 00:02:10.700000,0 days 00:02:12.900000,03/11/22,220311_002_others.wav
16, If everything else.,0.9876291155815125,0 days 00:02:14.100000,0 days 00:02:15.800000,03/11/22,220311_002_others.wav
17," rice, if you only walked out like the motion of",0.8268331289291382,0 days 00:02:17.300000,0 days 00:02:21.500000,03/11/22,220311_002_others.wav
18," Okay, you know what, I mean?",0.9810107350349426,0 days 00:02:22.500000,0 days 00:02:23.900000,03/11/22,220311_002_others.wav
19," Like you walked up the basement. Lot like spoiling, you guys have not and that's beautiful.",0.8634231090545654,0 days 00:02:25.600000,0 days 00:02:29.900000,03/11/22,220311_002_others.wav
20," I think that you have it, you don't you don't have it yet. You know what I mean?",0.9354521632194519,0 days 00:02:31.700000,0 days 00:02:35.100000,03/11/22,220311_002_others.wav
21," You'll never have it, you know.",0.8216312527656555,0 days 00:02:36,0 days 00:02:42.400000,03/11/22,220311_002_others.wav
22, I'm worried that you think that?,0.9460110664367676,0 days 00:02:44.200000,0 days 00:02:45.400000,03/11/22,220311_002_others.wav
23, Cuz I'm worried cuz I think you're worried that I think I did something wrong.,0.8061464428901672,0 days 00:02:50,0 days 00:02:55.300000,03/11/22,220311_002_others.wav
24," Remind me know that you're, you know.",0.6433019042015076,0 days 00:02:58.600000,0 days 00:03:01.700000,03/11/22,220311_002_others.wav
25," You like finish the fuss, you finish the pass part of the exam.",0.8782510757446289,0 days 00:03:05,0 days 00:03:07.600000,03/11/22,220311_002_others.wav
26, I think Gary.,0.74549800157547,0 days 00:03:10.800000,0 days 00:03:11.800000,03/11/22,220311_002_others.wav
27," Okay, we can stop. I don't want to lose you as a person but night.",0.8700334429740906,0 days 00:03:16.500000,0 days 00:03:24.400000,03/11/22,220311_002_others.wav
28, Maybe.,0.802105188369751,0 days 00:03:26.500000,0 days 00:03:27.700000,03/11/22,220311_002_others.wav
29, Maybe it's something that needs.,0.9692120552062988,0 days 00:03:28.900000,0 days 00:03:30.400000,03/11/22,220311_002_others.wav
30, Maybe you guys will break up before you before you got back together again. I know I hated it.,0.9570932984352112,0 days 00:03:32.300000,0 days 00:03:39.300000,03/11/22,220311_002_others.wav
31," but at the same time or relating to time,",0.7463966608047485,0 days 00:03:40.800000,0 days 00:03:43.500000,03/11/22,220311_002_others.wav
32, everything about my life is what's it called?,0.7763122916221619,0 days 00:03:49.300000,0 days 00:03:51.800000,03/11/22,220311_002_others.wav
