,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Okay, I'll be back.",0.9661605358123779,0 days 00:00:01.800000,0 days 00:00:02.900000,03/09/22,220309_004_others.wav
1, Closest hands down.,0.5638977885246277,0 days 00:00:11.800000,0 days 00:00:12.800000,03/09/22,220309_004_others.wav
2," By the way, I'm about to act.",0.7769873738288879,0 days 00:00:16.700000,0 days 00:00:18.100000,03/09/22,220309_004_others.wav
3," I got you a sleeping pad. Also, I have a back that's like",0.82683265209198,0 days 00:00:27.900000,0 days 00:00:32.100000,03/09/22,220309_004_others.wav
4, Auto right here.,0.6490698456764221,0 days 00:00:33,0 days 00:00:34.600000,03/09/22,220309_004_others.wav
5, Des.,0.2444203943014145,0 days 00:00:36.100000,0 days 00:00:36.700000,03/09/22,220309_004_others.wav
6, Okay.,0.9556881189346313,0 days 00:00:44.800000,0 days 00:00:45.300000,03/09/22,220309_004_others.wav
7, Yes.,0.9643346071243286,0 days 00:00:50,0 days 00:00:50.500000,03/09/22,220309_004_others.wav
8," You have lines, you in size wise.",0.685613751411438,0 days 00:00:59.800000,0 days 00:01:01.400000,03/09/22,220309_004_others.wav
9," it's, it's the, it's the",0.9555448293685913,0 days 00:01:13.100000,0 days 00:01:14.900000,03/09/22,220309_004_others.wav
10, Thank God. We should have him leaving now.,0.7308664917945862,0 days 00:01:25.800000,0 days 00:01:29,03/09/22,220309_004_others.wav
11, Things like nervous so I can to the patient. I'm sorry. Yeah.,0.7879285216331482,0 days 00:01:33.200000,0 days 00:01:36.200000,03/09/22,220309_004_others.wav
12, Yeah.,0.8404867649078369,0 days 00:01:37.600000,0 days 00:01:38,03/09/22,220309_004_others.wav
13," Augustine roommates, we're going to go together, you know. Yeah, this is all the commodities.",0.8818634748458862,0 days 00:01:40.700000,0 days 00:01:47.600000,03/09/22,220309_004_others.wav
14, Like bull microfiber.,0.8051688075065613,0 days 00:01:54.300000,0 days 00:01:57,03/09/22,220309_004_others.wav
15, They're pretty way.,0.8161093592643738,0 days 00:02:03.600000,0 days 00:02:04.800000,03/09/22,220309_004_others.wav
16," Oh, yeah.",0.9574834704399109,0 days 00:02:08.500000,0 days 00:02:09,03/09/22,220309_004_others.wav
17, Pair sneakers for walking buddy.,0.7912787795066833,0 days 00:02:13.300000,0 days 00:02:15.500000,03/09/22,220309_004_others.wav
18, Really?,0.49183759093284607,0 days 00:02:17.200000,0 days 00:02:17.700000,03/09/22,220309_004_others.wav
19, It supposed to rain one of the two shorts.,0.8413903713226318,0 days 00:02:22.100000,0 days 00:02:28.700000,03/09/22,220309_004_others.wav
20," Okay, I got a perfect.",0.8889137506484985,0 days 00:02:32,0 days 00:02:36.700000,03/09/22,220309_004_others.wav
21, 50s.,0.9237947463989258,0 days 00:02:46.800000,0 days 00:02:48.700000,03/09/22,220309_004_others.wav
22," yeah, that's like that's like that's",0.8363606929779053,0 days 00:02:52.200000,0 days 00:02:54.100000,03/09/22,220309_004_others.wav
23, I want to drink. So I'm also going to,0.8875149488449097,0 days 00:03:18.100000,0 days 00:03:22,03/09/22,220309_004_others.wav
24, Okay.,0.9729931950569153,0 days 00:03:28,0 days 00:03:29,03/09/22,220309_004_others.wav
25, It is.,0.8120530843734741,0 days 00:03:43,0 days 00:03:43.600000,03/09/22,220309_004_others.wav
26, I'm not.,0.8688980340957642,0 days 00:03:46.800000,0 days 00:03:47.400000,03/09/22,220309_004_others.wav
27, How's it going to be a sleeping pad?,0.9413900375366211,0 days 00:04:01.100000,0 days 00:04:03,03/09/22,220309_004_others.wav
28, Cool. I feel so liberated when I come.,0.8905142545700073,0 days 00:04:21.400000,0 days 00:04:25.100000,03/09/22,220309_004_others.wav
29, Does JD's boots that have like?,0.6461985111236572,0 days 00:04:29,0 days 00:04:30.700000,03/09/22,220309_004_others.wav
30, 1 more dollars than a credit card.,0.8131846189498901,0 days 00:05:12.400000,0 days 00:05:15.300000,03/09/22,220309_004_others.wav
31, A lot of good modern hyper on their butt.,0.8225927352905273,0 days 00:06:03.900000,0 days 00:06:07.900000,03/09/22,220309_004_others.wav
32, Fort Wayne Apartments.,0.7331200242042542,0 days 00:06:30.300000,0 days 00:06:31,03/09/22,220309_004_others.wav
33," Okay. Yeah, pop. Yeah.",0.9200491309165955,0 days 00:06:38.600000,0 days 00:06:42.100000,03/09/22,220309_004_others.wav
34, Pull up busy you.,0.534290075302124,0 days 00:06:50,0 days 00:06:51,03/09/22,220309_004_others.wav
35, Tune to you. Yeah.,0.7644907832145691,0 days 00:06:53.200000,0 days 00:06:55.600000,03/09/22,220309_004_others.wav
36, Todd. Am I?,0.6742375493049622,0 days 00:07:16.200000,0 days 00:07:17.800000,03/09/22,220309_004_others.wav
37, I just,0.6690936088562012,0 days 00:07:18.900000,0 days 00:07:19.500000,03/09/22,220309_004_others.wav
38, I know it's a sweetheart.,0.6285017132759094,0 days 00:07:25.800000,0 days 00:07:27.900000,03/09/22,220309_004_others.wav
39, Yeah.,0.8173593282699585,0 days 00:07:30.300000,0 days 00:07:30.700000,03/09/22,220309_004_others.wav
40, And just do the password.,0.5995854139328003,0 days 00:07:42,0 days 00:07:45.300000,03/09/22,220309_004_others.wav
41," I have spent like,",0.7668967843055725,0 days 00:07:57.400000,0 days 00:07:58.700000,03/09/22,220309_004_others.wav
