,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"You know, people, I am recording it to Waze.",0.8634860515594482,0 days 00:00:07.400000,0 days 00:00:09.600000,03/21/22,220321_001_me.wav
1, Have some left.,0.7509538531303406,0 days 00:00:10.800000,0 days 00:00:11.700000,03/21/22,220321_001_me.wav
2, Kim Jeong. Hoon.,0.9349572062492371,0 days 00:00:14.900000,0 days 00:00:15.600000,03/21/22,220321_001_me.wav
3, Are you ready?,0.9469348788261414,0 days 00:00:21.900000,0 days 00:00:22.600000,03/21/22,220321_001_me.wav
4, Ready to go. Fill up the car.,0.7475322484970093,0 days 00:00:23.500000,0 days 00:00:24.800000,03/21/22,220321_001_me.wav
5, It's come on that. They got to come.,0.7084127068519592,0 days 00:00:28.300000,0 days 00:00:31.900000,03/21/22,220321_001_me.wav
6, I don't think she's that.,0.9069830775260925,0 days 00:00:34.100000,0 days 00:00:35.100000,03/21/22,220321_001_me.wav
7, The extraction.,0.8942317962646484,0 days 00:00:39.200000,0 days 00:00:40.500000,03/21/22,220321_001_me.wav
8," No, I promise you. It's not. It's going to be beautiful vibes.",0.8346921801567078,0 days 00:00:42.600000,0 days 00:00:48.700000,03/21/22,220321_001_me.wav
9, You are. My name is Kim Jones.,0.9375659823417664,0 days 00:00:57,0 days 00:00:59.500000,03/21/22,220321_001_me.wav
10, Maybe that is a child to talk to me.,0.9238340854644775,0 days 00:01:05.800000,0 days 00:01:08.300000,03/21/22,220321_001_me.wav
11, Kurt Travis.,0.8276776671409607,0 days 00:01:09.700000,0 days 00:01:10.400000,03/21/22,220321_001_me.wav
12, You could Services me.,0.6325064897537231,0 days 00:01:11.600000,0 days 00:01:13,03/21/22,220321_001_me.wav
13, I guess we going to have to Ellis thing up with some some gasoline. I'm not good stuff of mine from the App Maker of Dreams.,0.8955659866333008,0 days 00:01:17.700000,0 days 00:01:28.200000,03/21/22,220321_001_me.wav
14, Spirit of America.,0.9805647730827332,0 days 00:01:31.400000,0 days 00:01:32.200000,03/21/22,220321_001_me.wav
15," Don't guess because if you got something much better than one, that is a really good idea and it's much better than what we had. Is that be sad? Because I don't be like, no, I mean it's not that good. A terrible thing. Oh my God. What?",0.8844128251075745,0 days 00:01:39.700000,0 days 00:02:01.400000,03/21/22,220321_001_me.wav
16, Did you know?,0.6755475997924805,0 days 00:02:22.500000,0 days 00:02:23.200000,03/21/22,220321_001_me.wav
17, What?,0.9658532738685608,0 days 00:02:29.200000,0 days 00:02:29.700000,03/21/22,220321_001_me.wav
18," OK, Google",0.8804579973220825,0 days 00:03:19.300000,0 days 00:03:20.200000,03/21/22,220321_001_me.wav
19," So sleepy, I did not mean either we are too sleepy, John.",0.776064932346344,0 days 00:03:20.800000,0 days 00:03:27,03/21/22,220321_001_me.wav
20, I'm going to figure out when I'm really sorry I missed. This asked me to bring something.,0.7414507269859314,0 days 00:03:34.200000,0 days 00:03:41.100000,03/21/22,220321_001_me.wav
21, 30 minutes away.,0.9726492762565613,0 days 00:03:47.700000,0 days 00:03:48.800000,03/21/22,220321_001_me.wav
22, Don't worry.,0.8872553110122681,0 days 00:03:55.300000,0 days 00:03:56.700000,03/21/22,220321_001_me.wav
23," When we are going is of no concern to you. You must consent to you, but",0.7360052466392517,0 days 00:03:57.900000,0 days 00:04:04,03/21/22,220321_001_me.wav
24, don't worry. You don't need an ID for. Can you give me one of these?,0.867272675037384,0 days 00:04:08.400000,0 days 00:04:14.700000,03/21/22,220321_001_me.wav
25, I've never.,0.8721733093261719,0 days 00:04:19.200000,0 days 00:04:20.900000,03/21/22,220321_001_me.wav
26, And I brought you to a raven.,0.6033514142036438,0 days 00:04:27.700000,0 days 00:04:29.100000,03/21/22,220321_001_me.wav
27," Little bit and I'm so fucking deeply content to see. You got me. They were going to look for someplace. So he didn't know exactly what. No, no. No, I mean that the two like crazy, big help his family in life very much class. Like four times. They've been like that day of lying to you and I was like, my nose didn't mean any. I was like, oh, then when you said Mount Baldy has like, no. And it was like, oh, by the way, I could lie to you totally right now with, you know, height it's somewhere up there because I'm sorry.",0.9667548537254333,0 days 00:04:33.900000,0 days 00:05:23.400000,03/21/22,220321_001_me.wav
28, A chart.,0.6555035710334778,0 days 00:05:24,0 days 00:05:25.100000,03/21/22,220321_001_me.wav
29, Okay.,0.8076552152633667,0 days 00:05:26.200000,0 days 00:05:27.400000,03/21/22,220321_001_me.wav
30," Yeah, you know, I'm just as you hear something that you'll be surprised if you open the box and it smacked in the Box, what do I do thin mint to be surprises? Like, put like a lie on this end that it would deserve it would dissolve. The name to surprise. Yes. In fact, this is a function with aliens and UFOs or friends.",0.9145667552947998,0 days 00:05:31,0 days 00:06:13.900000,03/21/22,220321_001_me.wav
31, Are you okay?,0.8910737633705139,0 days 00:06:18.800000,0 days 00:06:19.500000,03/21/22,220321_001_me.wav
32," 21st Street, crossing 21st Street.",0.950340747833252,0 days 00:06:21.800000,0 days 00:06:25.900000,03/21/22,220321_001_me.wav
33, Play. We are late. We have to,0.7783629298210144,0 days 00:06:27.900000,0 days 00:06:30.500000,03/21/22,220321_001_me.wav
34," Have we going to have our own little? Like like it? Yes, exactly. Have time to finish.",0.8522962331771851,0 days 00:06:32.300000,0 days 00:06:37.600000,03/21/22,220321_001_me.wav
35, To me. So how many steps in this process will be bald?,0.7590586543083191,0 days 00:06:39.200000,0 days 00:06:48.100000,03/21/22,220321_001_me.wav
36," and,",0.8841625452041626,0 days 00:06:49.900000,0 days 00:06:50.500000,03/21/22,220321_001_me.wav
37, Tony's house.,0.49718695878982544,0 days 00:06:57.400000,0 days 00:06:58.100000,03/21/22,220321_001_me.wav
38," Hey, I didn't say.",0.9394456744194031,0 days 00:07:06.300000,0 days 00:07:07.900000,03/21/22,220321_001_me.wav
39, Baleen beautiful.,0.6994246244430542,0 days 00:07:11.400000,0 days 00:07:14.600000,03/21/22,220321_001_me.wav
40," they said, they",0.6179329752922058,0 days 00:07:25.700000,0 days 00:07:29,03/21/22,220321_001_me.wav
41," how many minutes is 3 reading? No, but we have to be there at the moment.",0.9332758784294128,0 days 00:07:30.300000,0 days 00:07:35.500000,03/21/22,220321_001_me.wav
42, It's a lot of people that don't have nothing. That'd be great now.,0.8388962149620056,0 days 00:07:49.900000,0 days 00:07:55.200000,03/21/22,220321_001_me.wav
43, Are the probably up at the time?,0.719917356967926,0 days 00:07:56.800000,0 days 00:07:59,03/21/22,220321_001_me.wav
44, Shut off the lights.,0.8972244262695312,0 days 00:08:12.200000,0 days 00:08:13.700000,03/21/22,220321_001_me.wav
45, The weather comes from.,0.940977931022644,0 days 00:08:17.300000,0 days 00:08:18.200000,03/21/22,220321_001_me.wav
46, Halfway.,0.6532217860221863,0 days 00:08:19.300000,0 days 00:08:21.500000,03/21/22,220321_001_me.wav
