,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Oh Drake Bell from Drake &. Josh was canceled for pretending to be Hispanic. That's probably the real reason why.,0.895682156085968,0 days 00:00:08.500000,0 days 00:00:20.200000,03/05/22,220305_001_others.wav
1," Aikman, the bad press.",0.7532316446304321,0 days 00:00:28.700000,0 days 00:00:30.100000,03/05/22,220305_001_others.wav
2, It's in Spanish.,0.8075399398803711,0 days 00:01:04.200000,0 days 00:01:05.400000,03/05/22,220305_001_others.wav
3," Oh, I took yours in this.",0.8926329016685486,0 days 00:01:09.200000,0 days 00:01:10.900000,03/05/22,220305_001_others.wav
4, I will loan. Do we when weekend?,0.6157581210136414,0 days 00:01:40.200000,0 days 00:01:42.700000,03/05/22,220305_001_others.wav
5, I kind of like half an hour.,0.7925652265548706,0 days 00:01:48.400000,0 days 00:01:49.700000,03/05/22,220305_001_others.wav
6, Upscale.,0.9481245875358582,0 days 00:01:56.800000,0 days 00:01:57.800000,03/05/22,220305_001_others.wav
7, Bugha.,0.7135098576545715,0 days 00:02:08.200000,0 days 00:02:08.800000,03/05/22,220305_001_others.wav
8," I didn't look at the menu, but it definitely is definitely.",0.6816244721412659,0 days 00:02:20.600000,0 days 00:02:25.100000,03/05/22,220305_001_others.wav
9, Bardot.,0.2895596921443939,0 days 00:02:28.300000,0 days 00:02:28.900000,03/05/22,220305_001_others.wav
10," Village Grill, bad.",0.6854230761528015,0 days 00:02:30.300000,0 days 00:02:32,03/05/22,220305_001_others.wav
11, Yo.,0.7138590812683105,0 days 00:02:38.500000,0 days 00:02:38.900000,03/05/22,220305_001_others.wav
12, And then eat it outside.,0.9636519551277161,0 days 00:02:41.700000,0 days 00:02:43.400000,03/05/22,220305_001_others.wav
13, To breakfast.,0.5067976713180542,0 days 00:02:44.900000,0 days 00:02:48.400000,03/05/22,220305_001_others.wav
14, What is the best sport?,0.45699542760849,0 days 00:03:00.600000,0 days 00:03:02.500000,03/05/22,220305_001_others.wav
15, Solved.,0.8126128911972046,0 days 00:03:04.800000,0 days 00:03:05.900000,03/05/22,220305_001_others.wav
16, You really like.,0.7349595427513123,0 days 00:03:12.200000,0 days 00:03:12.800000,03/05/22,220305_001_others.wav
17, Really not in the school. So I think she was.,0.7390763163566589,0 days 00:03:14.300000,0 days 00:03:17.500000,03/05/22,220305_001_others.wav
18, Are you also bring some dishes.,0.6714587807655334,0 days 00:03:18.600000,0 days 00:03:24.500000,03/05/22,220305_001_others.wav
19, Do then.,0.7029200792312622,0 days 00:03:27.700000,0 days 00:03:28.400000,03/05/22,220305_001_others.wav
20, Uncle's like really a friend of my dad's friends.,0.6065822243690491,0 days 00:03:37.300000,0 days 00:03:39.500000,03/05/22,220305_001_others.wav
21, Indians. And,0.5733472108840942,0 days 00:03:40.700000,0 days 00:03:44.700000,03/05/22,220305_001_others.wav
22," Hey, babe, are you at Tina?",0.8270388245582581,0 days 00:03:46.800000,0 days 00:03:48,03/05/22,220305_001_others.wav
23, Diamond.,0.2689233422279358,0 days 00:03:57,0 days 00:03:57.700000,03/05/22,220305_001_others.wav
24, Do you know where you going to be doing?,0.9206154942512512,0 days 00:03:58.600000,0 days 00:04:00.300000,03/05/22,220305_001_others.wav
25, In the summer.,0.5609429478645325,0 days 00:04:04.700000,0 days 00:04:05.500000,03/05/22,220305_001_others.wav
26, Concord is it was you going to go to the three of them? Make the timer for the haha. I,0.8642458915710449,0 days 00:04:06.900000,0 days 00:04:11.700000,03/05/22,220305_001_others.wav
27," Have gone. All four of us of the years. So I'm like pretty far ahead. Do you assume you know, yeah, but I didn't want to take a lot of time off, but I know that if I take time off at home, and then yeah. I stopped to the company and",0.922493040561676,0 days 00:04:13.300000,0 days 00:04:33.400000,03/05/22,220305_001_others.wav
28," it was like,",0.987165629863739,0 days 00:04:37.500000,0 days 00:04:38.400000,03/05/22,220305_001_others.wav
29," it was such visits, really only I want only with",0.8682106733322144,0 days 00:04:39.700000,0 days 00:04:48.600000,03/05/22,220305_001_others.wav
30, The right word.,0.9326756596565247,0 days 00:04:52.400000,0 days 00:04:53.400000,03/05/22,220305_001_others.wav
31, Yeah.,0.8550635576248169,0 days 00:04:56.700000,0 days 00:04:58.900000,03/05/22,220305_001_others.wav
32," Listen to like a year and I saw the opposite end in b. A b, a.",0.8176558017730713,0 days 00:05:01.800000,0 days 00:05:07.200000,03/05/22,220305_001_others.wav
33," Does that mean you'll revisit your iPad? And then I was like, okay, I don't know what.",0.8823981881141663,0 days 00:05:14.900000,0 days 00:05:18.900000,03/05/22,220305_001_others.wav
34, Process it.,0.5045112371444702,0 days 00:05:26.500000,0 days 00:05:28.600000,03/05/22,220305_001_others.wav
35, Like I wasn't.,0.9783560633659363,0 days 00:05:34.700000,0 days 00:05:35.500000,03/05/22,220305_001_others.wav
36," Way of thinking about things, right?",0.9457351565361023,0 days 00:05:39.400000,0 days 00:05:41.100000,03/05/22,220305_001_others.wav
37, Yeah.,0.8511702418327332,0 days 00:05:44.200000,0 days 00:05:45.400000,03/05/22,220305_001_others.wav
38, Coming or not.,0.5729778409004211,0 days 00:05:47.500000,0 days 00:05:48.400000,03/05/22,220305_001_others.wav
39," Yeah, but I just",0.9782044887542725,0 days 00:05:50.500000,0 days 00:05:51.500000,03/05/22,220305_001_others.wav
40, You know.,0.9613908529281616,0 days 00:05:52.700000,0 days 00:05:54.500000,03/05/22,220305_001_others.wav
41, Yeah.,0.8487316370010376,0 days 00:05:58.900000,0 days 00:05:59.300000,03/05/22,220305_001_others.wav
42, Are you going to fall right now?,0.7344923615455627,0 days 00:06:01.400000,0 days 00:06:02.800000,03/05/22,220305_001_others.wav
43, Like on Google Maps.,0.8579254150390625,0 days 00:06:05.200000,0 days 00:06:07.100000,03/05/22,220305_001_others.wav
44," I do, but I don't.",0.9084905385971069,0 days 00:06:33.500000,0 days 00:06:35,03/05/22,220305_001_others.wav
