,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Say hi.,0.8261877298355103,0 days 00:00:24.800000,0 days 00:00:25.300000,02/23/22,220223_004_others.wav
1, and I'm very,0.9570042490959167,0 days 00:00:27.300000,0 days 00:00:27.800000,02/23/22,220223_004_others.wav
2, I need the.,0.8324027061462402,0 days 00:00:30.200000,0 days 00:00:30.900000,02/23/22,220223_004_others.wav
3, Hard time with abortion and what they say?,0.6952728033065796,0 days 00:01:08.700000,0 days 00:01:13.500000,02/23/22,220223_004_others.wav
4, Toxic relationship.,0.9601254463195801,0 days 00:02:26.800000,0 days 00:02:28.400000,02/23/22,220223_004_others.wav
5," you didn't do and they like,",0.8727328181266785,0 days 00:02:54.200000,0 days 00:02:56,02/23/22,220223_004_others.wav
6, Pay you back.,0.6786018013954163,0 days 00:03:08.300000,0 days 00:03:09.100000,02/23/22,220223_004_others.wav
7," Yeah, I like that.",0.8037813305854797,0 days 00:03:14.800000,0 days 00:03:17.300000,02/23/22,220223_004_others.wav
8, Yeah.,0.7863706946372986,0 days 00:03:28,0 days 00:03:28.400000,02/23/22,220223_004_others.wav
9, A sec.,0.4898104667663574,0 days 00:04:08.700000,0 days 00:04:09.400000,02/23/22,220223_004_others.wav
10, That's why the timer.,0.745202898979187,0 days 00:04:25.900000,0 days 00:04:28.900000,02/23/22,220223_004_others.wav
11, I know. But,0.691624104976654,0 days 00:06:07,0 days 00:06:07.900000,02/23/22,220223_004_others.wav
12, Why is every day?,0.7039853930473328,0 days 00:06:11.100000,0 days 00:06:12,02/23/22,220223_004_others.wav
13, But I would recommend driving more than,0.7583395838737488,0 days 00:06:18.200000,0 days 00:06:19.800000,02/23/22,220223_004_others.wav
14, I'll give you a time. Are you going to search it up on your phone?,0.9492521286010742,0 days 00:06:25.900000,0 days 00:06:28.300000,02/23/22,220223_004_others.wav
15, Yeah.,0.848228394985199,0 days 00:06:35.900000,0 days 00:06:36.300000,02/23/22,220223_004_others.wav
16," Everywhere, I travel.",0.981157124042511,0 days 00:06:51.600000,0 days 00:06:53.500000,02/23/22,220223_004_others.wav
17, Yeah.,0.8473438620567322,0 days 00:07:11.700000,0 days 00:07:14.500000,02/23/22,220223_004_others.wav
18, Todd.,0.3011908531188965,0 days 00:07:27.200000,0 days 00:07:27.700000,02/23/22,220223_004_others.wav
19," Call when I get up there, cuz it's like snowing right now.",0.775453507900238,0 days 00:07:39.800000,0 days 00:07:42.600000,02/23/22,220223_004_others.wav
20," Oh my God, that is okay.",0.9407650828361511,0 days 00:07:42.900000,0 days 00:07:45.400000,02/23/22,220223_004_others.wav
21, Where are you?,0.6419606804847717,0 days 00:07:54.900000,0 days 00:07:55.800000,02/23/22,220223_004_others.wav
