,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Do that. If I scream ice cream?,0.701956570148468,0 days 00:00:00,0 days 00:00:02.700000,03/26/22,220326_003_me.wav
1, I'm going to be seeing your whole family. Sorry.,0.9422535300254822,0 days 00:00:06.100000,0 days 00:00:13.400000,03/26/22,220326_003_me.wav
2, I'm so hungry.,0.9785335659980774,0 days 00:00:20,0 days 00:00:22.100000,03/26/22,220326_003_me.wav
3," I don't feel too hungry, but I'm starting to feel crazy. And I know this is like the Vyvanse.",0.957482099533081,0 days 00:00:24.700000,0 days 00:00:31.400000,03/26/22,220326_003_me.wav
4, Is it going to the bathroom? But then we have to go to get your bike.,0.9067764282226562,0 days 00:00:38.300000,0 days 00:00:42.700000,03/26/22,220326_003_me.wav
5, Can we come back down?,0.8954113721847534,0 days 00:00:43.800000,0 days 00:00:44.800000,03/26/22,220326_003_me.wav
6, Pop up to the Harbour screen. I don't even have I think it's going to get back to it with the science building.,0.9081124663352966,0 days 00:00:49.900000,0 days 00:00:55.200000,03/26/22,220326_003_me.wav
7," Yeah, I'm right.",0.8540636897087097,0 days 00:00:57.200000,0 days 00:01:09.900000,03/26/22,220326_003_me.wav
8, Even if it was like painful and the time you would like for you to really gay.,0.8199228644371033,0 days 00:01:12.500000,0 days 00:01:18.200000,03/26/22,220326_003_me.wav
9, China Panda standing on its only 2.,0.5425518751144409,0 days 00:01:20.600000,0 days 00:01:26.100000,03/26/22,220326_003_me.wav
10," You know, you get your, you're walking away up, you stop with the ideas.",0.8405371308326721,0 days 00:01:27.100000,0 days 00:01:30.800000,03/26/22,220326_003_me.wav
11," The most of it's not either. I mean, most newest what most people it's just like, through all this block, which is why I like coming in from the ideas like you to make your own, my company make her, what happened to make your own like actual discipline? Instead of liking tile. I cracked it that I like Siri. I don't know, I guess power.",0.8805004954338074,0 days 00:01:32.100000,0 days 00:01:54.400000,03/26/22,220326_003_me.wav
12," Me too, for the fling of talk.",0.7927328944206238,0 days 00:02:00.700000,0 days 00:02:02.600000,03/26/22,220326_003_me.wav
13, Crazy.,0.4987654983997345,0 days 00:02:05.300000,0 days 00:02:06.500000,03/26/22,220326_003_me.wav
14, I just I just like I believe you called me twice and texted whatever and it's like I know just told me it has a miss you.,0.8943806290626526,0 days 00:02:11.300000,0 days 00:02:19.300000,03/26/22,220326_003_me.wav
15," Then it's just that I just don't like, just like kind of uncomfortable you like the bathroom song.",0.9405553340911865,0 days 00:02:20.500000,0 days 00:02:26.600000,03/26/22,220326_003_me.wav
16," If I can fill up the water bottle, too.",0.795278012752533,0 days 00:02:34.200000,0 days 00:02:35.900000,03/26/22,220326_003_me.wav
17, Let me know if the bus coming.,0.9366873502731323,0 days 00:02:37.200000,0 days 00:02:39,03/26/22,220326_003_me.wav
18, And that's just it just feels weird because I feel like I'm abandoning a friend.,0.9166606068611145,0 days 00:02:46.800000,0 days 00:02:50.900000,03/26/22,220326_003_me.wav
19, Can't like when I got up at the orange stuff that wasn't like a pot of the stores like own.,0.7414968013763428,0 days 00:02:52.600000,0 days 00:02:57,03/26/22,220326_003_me.wav
20, Friend back up. Can we come by then?,0.5713015198707581,0 days 00:04:19.900000,0 days 00:04:23.100000,03/26/22,220326_003_me.wav
21, The song.,0.9903156161308289,0 days 00:04:24.700000,0 days 00:04:25.500000,03/26/22,220326_003_me.wav
22," Yeah, I want you to.",0.7774143815040588,0 days 00:04:30.400000,0 days 00:04:31.300000,03/26/22,220326_003_me.wav
23, Something. Oh my God.,0.8322850465774536,0 days 00:04:35.500000,0 days 00:04:36.600000,03/26/22,220326_003_me.wav
24," You know, but yeah, that's go.",0.8417477607727051,0 days 00:04:39.900000,0 days 00:04:42.200000,03/26/22,220326_003_me.wav
25, Are you just asking the library?,0.9169687628746033,0 days 00:04:44.500000,0 days 00:04:45.900000,03/26/22,220326_003_me.wav
26, also would make it incredibly easy to track people who just put like a little sticker in someone's notebook and they can track them where,0.905093252658844,0 days 00:04:49.700000,0 days 00:04:56.100000,03/26/22,220326_003_me.wav
27," Like, if someone has, yeah.",0.8911014795303345,0 days 00:04:58,0 days 00:04:59.700000,03/26/22,220326_003_me.wav
28, 3950.,0.6521674990653992,0 days 00:05:04.500000,0 days 00:05:05.400000,03/26/22,220326_003_me.wav
29, Self defense.,0.7866433262825012,0 days 00:05:06.300000,0 days 00:05:06.800000,03/26/22,220326_003_me.wav
30," Oh, no, not much. Okay.",0.7694845795631409,0 days 00:05:16,0 days 00:05:17.400000,03/26/22,220326_003_me.wav
31, Who?,0.5295073986053467,0 days 00:05:20.300000,0 days 00:05:20.700000,03/26/22,220326_003_me.wav
32," I have a microphone, cowboy boots microphone knife and sanjana has.",0.918467104434967,0 days 00:05:22.500000,0 days 00:05:30.500000,03/26/22,220326_003_me.wav
33," funny, cowboy boots are built for that is built for like,",0.8810378909111023,0 days 00:05:35.900000,0 days 00:05:39.700000,03/26/22,220326_003_me.wav
34, In the muck.,0.8829906582832336,0 days 00:05:42.500000,0 days 00:05:43.400000,03/26/22,220326_003_me.wav
35, That sax guys. I love how he immediately when I saw this at me. I'm like,0.777018129825592,0 days 00:05:44.900000,0 days 00:05:51,03/26/22,220326_003_me.wav
36," Read me some pillows and stuff. And I was like, of course they going to have sex with him like flowers hanging from the roof.",0.869825005531311,0 days 00:05:52.900000,0 days 00:05:58.900000,03/26/22,220326_003_me.wav
37," I do where they cited for going to going to end the other. So,",0.8300848603248596,0 days 00:06:11.200000,0 days 00:06:16.500000,03/26/22,220326_003_me.wav
38," Oh my God, is this free couldn't? I'm going to also in line if it's free.",0.8884326219558716,0 days 00:06:17.800000,0 days 00:06:21.700000,03/26/22,220326_003_me.wav
39," Know, if this is free. You need some students.",0.8335958123207092,0 days 00:06:22.800000,0 days 00:06:28.200000,03/26/22,220326_003_me.wav
40, No.,0.5997634530067444,0 days 00:06:30.400000,0 days 00:06:30.900000,03/26/22,220326_003_me.wav
41, I'm going to go and what time?,0.9233378767967224,0 days 00:06:34.200000,0 days 00:06:35.500000,03/26/22,220326_003_me.wav
42, Cousin was screw up a little more.,0.6940969228744507,0 days 00:06:38.300000,0 days 00:06:40.300000,03/26/22,220326_003_me.wav
43," Right here at the counter. Okay, Wilson beef, that's good. Well, I also, I also desperately want to do something same time. Like I fucking shut down something fun to do. How do you get attacked library in? Didn't go off. So nice.",0.925830066204071,0 days 00:06:42.900000,0 days 00:07:09.300000,03/26/22,220326_003_me.wav
44," Oh, that smell.",0.8594821095466614,0 days 00:07:13.700000,0 days 00:07:14.600000,03/26/22,220326_003_me.wav
45, I have your name on it. Okay?,0.8387247323989868,0 days 00:07:20.800000,0 days 00:07:22.800000,03/26/22,220326_003_me.wav
46, I was just the first page of my notebooks and entering my phone number.,0.8205126523971558,0 days 00:07:23.900000,0 days 00:07:27.300000,03/26/22,220326_003_me.wav
47, Discriminating.,0.8924018740653992,0 days 00:07:29,0 days 00:07:30.300000,03/26/22,220326_003_me.wav
