,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Not super excited. All that's so crazy. I never thought about it that way, then I would I feel like a gentler with the wall. This is why.",0.8983219265937805,0 days 00:00:00.400000,0 days 00:00:09.300000,05/20/21,210520_002_others.wav
1, The Wild Wings in the mall.,0.7705145478248596,0 days 00:00:10.800000,0 days 00:00:12.600000,05/20/21,210520_002_others.wav
2, Your pattern.,0.9178956747055054,0 days 00:00:17.100000,0 days 00:00:17.800000,05/20/21,210520_002_others.wav
3, Weave it into a pot.,0.8743012547492981,0 days 00:00:21,0 days 00:00:22.100000,05/20/21,210520_002_others.wav
4," Texas, Chainsaw house.",0.8154179453849792,0 days 00:00:45.500000,0 days 00:00:46.800000,05/20/21,210520_002_others.wav
5, Do you like?,0.9105364680290222,0 days 00:00:51.700000,0 days 00:00:52.400000,05/20/21,210520_002_others.wav
6, You know.,0.9570823907852173,0 days 00:01:04.800000,0 days 00:01:05.400000,05/20/21,210520_002_others.wav
7, Who's that one over there?,0.9412471055984497,0 days 00:01:09.500000,0 days 00:01:10.800000,05/20/21,210520_002_others.wav
8, Mobius. Strips.,0.8513703942298889,0 days 00:01:12.200000,0 days 00:01:14.800000,05/20/21,210520_002_others.wav
9," No, I don't want.",0.8880534768104553,0 days 00:01:42,0 days 00:01:42.800000,05/20/21,210520_002_others.wav
10," Yeah, how about side? How do you feel?",0.9476152062416077,0 days 00:01:45.800000,0 days 00:01:48.900000,05/20/21,210520_002_others.wav
11, Just like back home.,0.9054579734802246,0 days 00:01:54.800000,0 days 00:01:56,05/20/21,210520_002_others.wav
12, Work today after I fired.,0.8813124895095825,0 days 00:02:02,0 days 00:02:04.600000,05/20/21,210520_002_others.wav
13," I'm just amazed that decide to read. I'm gone architecture. Yeah, but how to read, what kind of soup is really nice. I feel like you",0.9053776860237122,0 days 00:02:05.900000,0 days 00:02:20.800000,05/20/21,210520_002_others.wav
14," The number thing had enough, they have to account.",0.9040769934654236,0 days 00:02:22.300000,0 days 00:02:29.200000,05/20/21,210520_002_others.wav
15, And what you do is lie to me.,0.8332529067993164,0 days 00:02:38,0 days 00:02:40.300000,05/20/21,210520_002_others.wav
16, Island.,0.828511118888855,0 days 00:02:42.200000,0 days 00:02:43.200000,05/20/21,210520_002_others.wav
17, You think I wanted to kiss the microphone every time?,0.8873991966247559,0 days 00:03:09.100000,0 days 00:03:11.700000,05/20/21,210520_002_others.wav
18, You have to watch her.,0.9462679028511047,0 days 00:03:14,0 days 00:03:16,05/20/21,210520_002_others.wav
19," Apparently, when they watched it there, no of hers inspiration for this thing. No.",0.9071077108383179,0 days 00:03:21.300000,0 days 00:03:27.400000,05/20/21,210520_002_others.wav
20, You know.,0.8923344016075134,0 days 00:03:31.300000,0 days 00:03:31.800000,05/20/21,210520_002_others.wav
21, Yeah.,0.8473063707351685,0 days 00:03:36.600000,0 days 00:03:37,05/20/21,210520_002_others.wav
22, It's like your Trench.,0.7152293920516968,0 days 00:03:40.600000,0 days 00:03:41.900000,05/20/21,210520_002_others.wav
23, In route.,0.3855370879173279,0 days 00:03:48.200000,0 days 00:03:49.100000,05/20/21,210520_002_others.wav
24, Are there any did she receive indeed?,0.8801748156547546,0 days 00:03:52.700000,0 days 00:03:54.900000,05/20/21,210520_002_others.wav
