,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Then stay alive.,0.4545559585094452,0 days 00:00:09.700000,0 days 00:00:11.300000,03/30/22,220330_001_others.wav
1," We found the Xavier, New York.",0.693332850933075,0 days 00:00:22.600000,0 days 00:00:24.200000,03/30/22,220330_001_others.wav
2, You struck the New York holiday.,0.8585310578346252,0 days 00:00:27.400000,0 days 00:00:28.900000,03/30/22,220330_001_others.wav
3, Yeah.,0.8492295145988464,0 days 00:00:33.300000,0 days 00:00:33.700000,03/30/22,220330_001_others.wav
4, I'm trying to get you be a year there alone,0.9051022529602051,0 days 00:00:35.400000,0 days 00:00:37.700000,03/30/22,220330_001_others.wav
5, if a mole that like we don't have a community,0.7876566648483276,0 days 00:00:48.300000,0 days 00:00:50.200000,03/30/22,220330_001_others.wav
6, New York people who going to end up in New York,0.8409087657928467,0 days 00:00:54.300000,0 days 00:00:58.800000,03/30/22,220330_001_others.wav
7, but you probably already,0.9417099952697754,0 days 00:01:00,0 days 00:01:00.800000,03/30/22,220330_001_others.wav
8, she's also,0.9876290559768677,0 days 00:01:04.200000,0 days 00:01:05.200000,03/30/22,220330_001_others.wav
9," She might, she's like, applying for a fellowship. That would take us to Nepal.",0.8535186648368835,0 days 00:01:08.600000,0 days 00:01:12.600000,03/30/22,220330_001_others.wav
10," She, I think she needs to like the international for a little bit.",0.9450255632400513,0 days 00:01:17.500000,0 days 00:01:20.300000,03/30/22,220330_001_others.wav
11, Give him and go.,0.6363809704780579,0 days 00:01:25.300000,0 days 00:01:26,03/30/22,220330_001_others.wav
12, Oni.,0.9734214544296265,0 days 00:01:37.300000,0 days 00:01:38.200000,03/30/22,220330_001_others.wav
13, No.,0.8283341526985168,0 days 00:01:50.300000,0 days 00:01:50.800000,03/30/22,220330_001_others.wav
14, Tyler pray that this rice is ready.,0.745843768119812,0 days 00:01:52.900000,0 days 00:01:55.200000,03/30/22,220330_001_others.wav
15," look like,",0.3239523470401764,0 days 00:02:13.100000,0 days 00:02:13.700000,03/30/22,220330_001_others.wav
16, Sites.,0.4761393964290619,0 days 00:02:25.600000,0 days 00:02:26.200000,03/30/22,220330_001_others.wav
17, Do we need to get some more?,0.8972672820091248,0 days 00:02:29.400000,0 days 00:02:31.600000,03/30/22,220330_001_others.wav
18, Hungry.,0.4707043766975403,0 days 00:02:41.500000,0 days 00:02:47.900000,03/30/22,220330_001_others.wav
19, Should I have?,0.9423637986183167,0 days 00:02:49.900000,0 days 00:02:51.300000,03/30/22,220330_001_others.wav
20," Yeah, there's no.",0.7578782439231873,0 days 00:02:53.300000,0 days 00:02:54.300000,03/30/22,220330_001_others.wav
21, Brad.,0.4459267556667328,0 days 00:02:59.700000,0 days 00:03:02.900000,03/30/22,220330_001_others.wav
22, We're short on time.,0.9069303870201111,0 days 00:03:15.300000,0 days 00:03:16.600000,03/30/22,220330_001_others.wav
23, What is the show? Me some show me some outside?,0.7590504884719849,0 days 00:03:24.300000,0 days 00:03:28,03/30/22,220330_001_others.wav
24, Saint Joan. Set a time.,0.5287564992904663,0 days 00:03:32.700000,0 days 00:03:33.800000,03/30/22,220330_001_others.wav
25, Car outside.,0.38866978883743286,0 days 00:03:41.800000,0 days 00:03:42.500000,03/30/22,220330_001_others.wav
26, Bostitch.,0.5656947493553162,0 days 00:04:38.800000,0 days 00:04:40.600000,03/30/22,220330_001_others.wav
27, Checking cash.,0.522497832775116,0 days 00:04:49.700000,0 days 00:04:50.500000,03/30/22,220330_001_others.wav
28," Thank you, Colin.",0.8522456288337708,0 days 00:05:05.700000,0 days 00:05:06.800000,03/30/22,220330_001_others.wav
29, Dropsy.,0.6561695337295532,0 days 00:05:14.100000,0 days 00:05:14.600000,03/30/22,220330_001_others.wav
30, Norfolk glass.,0.8076164126396179,0 days 00:05:17.100000,0 days 00:05:18,03/30/22,220330_001_others.wav
31, Music theory.,0.9285811185836792,0 days 00:05:22.800000,0 days 00:05:23.500000,03/30/22,220330_001_others.wav
32, I put it into piano and slowly.,0.9243559241294861,0 days 00:05:28.900000,0 days 00:05:31.100000,03/30/22,220330_001_others.wav
33," very sorry, but",0.8044347763061523,0 days 00:05:35.100000,0 days 00:05:36.100000,03/30/22,220330_001_others.wav
34, Hot. Cross buns.,0.9876291155815125,0 days 00:05:40.700000,0 days 00:05:42.200000,03/30/22,220330_001_others.wav
35," so, ridiculously Elementary",0.9800722002983093,0 days 00:05:47.900000,0 days 00:05:49.500000,03/30/22,220330_001_others.wav
36," Play, I'm just trying to figure out life.",0.871978759765625,0 days 00:05:50.700000,0 days 00:05:52.200000,03/30/22,220330_001_others.wav
37, The dentist fortify something violent. You can overcome tone-deafness.,0.7787892818450928,0 days 00:05:53.500000,0 days 00:05:59,03/30/22,220330_001_others.wav
38, Is AJ like pretty convinced me?,0.8417370915412903,0 days 00:06:00.900000,0 days 00:06:02.600000,03/30/22,220330_001_others.wav
39, It could be an AJ scheme.,0.8929370045661926,0 days 00:06:06.400000,0 days 00:06:09.200000,03/30/22,220330_001_others.wav
40," He likes Simon also like whenever I sing Simon's, like your way out, so I'm trying to like I want to bring a piano to camp.",0.9136795401573181,0 days 00:06:10.300000,0 days 00:06:25.100000,03/30/22,220330_001_others.wav
41, I'm trying to learn over the summer.,0.9769877195358276,0 days 00:06:26.400000,0 days 00:06:27.900000,03/30/22,220330_001_others.wav
42, I like my little pumpkin stuff.,0.7619832158088684,0 days 00:06:31.200000,0 days 00:06:32.900000,03/30/22,220330_001_others.wav
43, Believe.,0.8936333656311035,0 days 00:06:35.700000,0 days 00:06:36.400000,03/30/22,220330_001_others.wav
44, I don't know.,0.7438920140266418,0 days 00:06:37.500000,0 days 00:06:38.200000,03/30/22,220330_001_others.wav
45," four more years, just like,",0.9147590398788452,0 days 00:06:42.300000,0 days 00:06:44,03/30/22,220330_001_others.wav
46, Figure it out.,0.9789994359016418,0 days 00:06:45.100000,0 days 00:06:45.900000,03/30/22,220330_001_others.wav
47," like,",0.4680720567703247,0 days 00:06:52.500000,0 days 00:06:53,03/30/22,220330_001_others.wav
48," Thomas theme, Caesar.",0.4748241901397705,0 days 00:06:54.400000,0 days 00:06:55.500000,03/30/22,220330_001_others.wav
49, Four years to learn a very small set of technical skills. Get a good job.,0.9227050542831421,0 days 00:06:59.200000,0 days 00:07:03.700000,03/30/22,220330_001_others.wav
50, Literally passed the time.,0.684745192527771,0 days 00:07:04.900000,0 days 00:07:07.500000,03/30/22,220330_001_others.wav
51, Introspectively oriented.,0.9140569567680359,0 days 00:07:19,0 days 00:07:20.400000,03/30/22,220330_001_others.wav
52, Hahaha.,0.9363970160484314,0 days 00:07:22.300000,0 days 00:07:22.800000,03/30/22,220330_001_others.wav
53, Yeah.,0.8375520706176758,0 days 00:07:24.700000,0 days 00:07:25.100000,03/30/22,220330_001_others.wav
54, Are you okay?,0.9633156657218933,0 days 00:07:43.600000,0 days 00:07:44.300000,03/30/22,220330_001_others.wav
55, Anything of people you would know that I'm more like the norm.,0.9276814460754395,0 days 00:07:57.200000,0 days 00:07:59.700000,03/30/22,220330_001_others.wav
56," adjust off the, like,",0.847126305103302,0 days 00:08:04.800000,0 days 00:08:05.900000,03/30/22,220330_001_others.wav
57, Security getting a job.,0.9705150127410889,0 days 00:08:06.900000,0 days 00:08:08.300000,03/30/22,220330_001_others.wav
58, You're not going on. Yeah.,0.4959583282470703,0 days 00:08:09.700000,0 days 00:08:12,03/30/22,220330_001_others.wav
59, Oh my God.,0.9137092232704163,0 days 00:08:15.800000,0 days 00:08:17.800000,03/30/22,220330_001_others.wav
60, Hates rats like that.,0.837842583656311,0 days 00:08:20.700000,0 days 00:08:23.100000,03/30/22,220330_001_others.wav
61, I just apply a green.,0.8002708554267883,0 days 00:08:33.500000,0 days 00:08:34.700000,03/30/22,220330_001_others.wav
62, I'm teach students like Gallatin stuff environment.,0.8723060488700867,0 days 00:08:42.200000,0 days 00:08:52.100000,03/30/22,220330_001_others.wav
63, Yes.,0.7917248606681824,0 days 00:08:52.800000,0 days 00:08:53.400000,03/30/22,220330_001_others.wav
64, Wedding party.,0.7740597724914551,0 days 00:08:57.100000,0 days 00:08:58,03/30/22,220330_001_others.wav
65, How are you making out or the?,0.7698857188224792,0 days 00:09:03.200000,0 days 00:09:05.700000,03/30/22,220330_001_others.wav
66, Lichen.,0.5310578346252441,0 days 00:09:14,0 days 00:09:14.600000,03/30/22,220330_001_others.wav
67," Yeah, on the back of the light, turn you away, if you don't have.",0.9097719788551331,0 days 00:09:16.600000,0 days 00:09:18.800000,03/30/22,220330_001_others.wav
68, Like totally defeats the purpose.,0.9326216578483582,0 days 00:09:27.800000,0 days 00:09:29.200000,03/30/22,220330_001_others.wav
69," I've been to one 1/2, that's it.",0.7310304641723633,0 days 00:09:35.100000,0 days 00:09:39.800000,03/30/22,220330_001_others.wav
70, Is it like wadded it down so much sense was so,0.7971824407577515,0 days 00:09:59.400000,0 days 00:10:03.600000,03/30/22,220330_001_others.wav
71, Stop the field.,0.556506335735321,0 days 00:10:04.900000,0 days 00:10:05.900000,03/30/22,220330_001_others.wav
72," Yeah, like they asked the questions of like literally like he was talking about in a politics of Nations and how like the politics institutions and to have a fundamental. I need certain things.",0.8754324913024902,0 days 00:10:11.800000,0 days 00:10:37.400000,03/30/22,220330_001_others.wav
73, And then question.,0.8351773619651794,0 days 00:10:40.700000,0 days 00:10:46.700000,03/30/22,220330_001_others.wav
74," It also has just like a such a like, how can you do as a fax them?",0.8119616508483887,0 days 00:11:01.800000,0 days 00:11:07.400000,03/30/22,220330_001_others.wav
75, It was also.,0.9406049251556396,0 days 00:11:14.500000,0 days 00:11:15.300000,03/30/22,220330_001_others.wav
76," while people feel very like,",0.8590978384017944,0 days 00:11:18.600000,0 days 00:11:20.800000,03/30/22,220330_001_others.wav
77, Woke in a sentence. Like I shouldn't interfere but still like with the idea of preventing an appearance in other countries.,0.8924751281738281,0 days 00:11:21.900000,0 days 00:11:33,03/30/22,220330_001_others.wav
78," Yeah, right.",0.929277777671814,0 days 00:11:35.700000,0 days 00:11:38.400000,03/30/22,220330_001_others.wav
79, Thinking which like even if you ask even walls it. Yeah.,0.8862333297729492,0 days 00:11:40.600000,0 days 00:11:45.700000,03/30/22,220330_001_others.wav
80," and, I mean, and we can still be a star to be like",0.7623258829116821,0 days 00:11:47.300000,0 days 00:11:49.900000,03/30/22,220330_001_others.wav
81," but,",0.5164110660552979,0 days 00:11:55.200000,0 days 00:11:55.700000,03/30/22,220330_001_others.wav
82, You were the first person I ever saw.,0.7716476321220398,0 days 00:11:57.300000,0 days 00:11:59.300000,03/30/22,220330_001_others.wav
83, John offered his dashing blue suit and asked a question.,0.7013994455337524,0 days 00:12:07.300000,0 days 00:12:12.900000,03/30/22,220330_001_others.wav
84, Thank you.,0.9557988047599792,0 days 00:12:23.500000,0 days 00:12:24.100000,03/30/22,220330_001_others.wav
85, Pleasure to eat with you guys. Something run hoses 15.,0.8333321809768677,0 days 00:12:29.100000,0 days 00:12:35.100000,03/30/22,220330_001_others.wav
86, Takeout near me.,0.4623163640499115,0 days 00:12:45.700000,0 days 00:12:48.700000,03/30/22,220330_001_others.wav
87, What time is it in France?,0.4910641610622406,0 days 00:12:53.700000,0 days 00:12:55.300000,03/30/22,220330_001_others.wav
88, Bye-bye.,0.26995182037353516,0 days 00:13:01.100000,0 days 00:13:01.500000,03/30/22,220330_001_others.wav
89, Tucson.,0.5997213125228882,0 days 00:13:34.700000,0 days 00:13:35.600000,03/30/22,220330_001_others.wav
90, What?,0.965975284576416,0 days 00:13:38.100000,0 days 00:13:38.600000,03/30/22,220330_001_others.wav
91, Call meka.,0.6962647438049316,0 days 00:13:44.800000,0 days 00:13:45.700000,03/30/22,220330_001_others.wav
92, Really?,0.9887458086013794,0 days 00:14:12,0 days 00:14:13.700000,03/30/22,220330_001_others.wav
93, Wait.,0.5403071045875549,0 days 00:14:29.400000,0 days 00:14:29.900000,03/30/22,220330_001_others.wav
94, Yeah.,0.8486766219139099,0 days 00:15:06.600000,0 days 00:15:07,03/30/22,220330_001_others.wav
95, Might see you.,0.6613675951957703,0 days 00:15:21.700000,0 days 00:15:23.700000,03/30/22,220330_001_others.wav
96, Shanahan Shanahan.,0.9630581140518188,0 days 00:15:40.100000,0 days 00:15:45.700000,03/30/22,220330_001_others.wav
97, If Simon could just get a little bit faster telling story.,0.930202305316925,0 days 00:16:14.700000,0 days 00:16:17.800000,03/30/22,220330_001_others.wav
98, Last.,0.30003124475479126,0 days 00:16:30.600000,0 days 00:16:31.100000,03/30/22,220330_001_others.wav
99, Oh boy.,0.9640952348709106,0 days 00:16:37.200000,0 days 00:16:43.300000,03/30/22,220330_001_others.wav
