,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"so, yeah, so so this is like the first time I pulled like a thought, like, I realized I owe you can like be linked change things and I was like, I was like an eighth grade and we have like I like I",0.9124097228050232,0 days 00:00:00.300000,0 days 00:00:15,03/09/22,220309_014_me.wav
1," Was like, I like at that point. I was in the Minecraft phase. You know, I wasn't like super into it, but I was like enough to stay like that was like real like educational potential sites that the computer Professor. It wasn't, it wasn't a computer lab. So they have like computers in. Like a yeah, or I can find some. Thank you so much. Love you basketball logos for the computer that",0.9243585467338562,0 days 00:00:16.100000,0 days 00:00:55.800000,03/09/22,220309_014_me.wav
2," I don't like I'm not like why wouldn't like us like they don't you like computer intensive like things. But yeah, I was like, I want to start a Minecraft Club at the school, you know, and so just a sort of like so we can download the Minecraft into the computer, is it? You know, cuz we had like a sauce that every single day. What do you think? I like paying for? They paid for it and got like Minecraft on the computer. So, you know, you can get like a school. Like I wrote, this is something like, this is an indication of a thing in. This is like a new possibilities and the things, the school license, covered all the computers.",0.9534389972686768,0 days 00:00:57.100000,0 days 00:01:49.100000,03/09/22,220309_014_me.wav
3," Discovered like all of the computers, you know, because it wasn't like, just like him. Could you the organizational thing every computer in school had Minecraft on it and it changed the culture of the school. You just leave the kids were in the library all the time. I'm not sure what happened only. I only witnessed it for 2 months because it was the last 2 months of my 8th grade.",0.9462499618530273,0 days 00:01:57.100000,0 days 00:02:30.500000,03/09/22,220309_014_me.wav
4, I dipped in just like totally lower the grades.,0.8286385536193848,0 days 00:02:35.100000,0 days 00:02:38.500000,03/09/22,220309_014_me.wav
5, Yeah.,0.8526649475097656,0 days 00:02:42.900000,0 days 00:02:43.300000,03/09/22,220309_014_me.wav
6," Oh my god, I think I'm connected.",0.9693974256515503,0 days 00:02:45.300000,0 days 00:02:47,03/09/22,220309_014_me.wav
7, I need to connect to the sub next secureserver which like I do all of my homework.,0.8990779519081116,0 days 00:02:59.900000,0 days 00:03:05.400000,03/09/22,220309_014_me.wav
8, I wish for a big data and that the midterm is sound.,0.8136612772941589,0 days 00:03:06.600000,0 days 00:03:10.600000,03/09/22,220309_014_me.wav
9," It's not do nothing. Just want to have it. It's like a single cell that acts as a Gateway and has like thousands, like literally like tens of thousands of consecutive computers. What what does that mean?",0.8870514631271362,0 days 00:03:14.800000,0 days 00:03:24.300000,03/09/22,220309_014_me.wav
10," No, because it allows you to use all of them at once. It's more like, no alcohol doesn't let you use every single day. I think it's more Coral Gables full of it has anything that you want, okay.",0.9463746547698975,0 days 00:03:25.500000,0 days 00:03:49.900000,03/09/22,220309_014_me.wav
11," I haven't been to, um.",0.8541876673698425,0 days 00:03:50.900000,0 days 00:03:52.100000,03/09/22,220309_014_me.wav
12," that like,",0.9071663618087769,0 days 00:03:54.900000,0 days 00:03:55.600000,03/09/22,220309_014_me.wav
13, Is it like an IHOP around here? Something?,0.9376181960105896,0 days 00:03:58.100000,0 days 00:04:02.300000,03/09/22,220309_014_me.wav
14, Now that don't worry. It's like independent.,0.8633469343185425,0 days 00:04:09.300000,0 days 00:04:11.800000,03/09/22,220309_014_me.wav
15, Yeah.,0.7876853942871094,0 days 00:04:17.200000,0 days 00:04:17.600000,03/09/22,220309_014_me.wav
16, You can plug in the printer to a laptop.,0.9508183598518372,0 days 00:04:22.600000,0 days 00:04:24.400000,03/09/22,220309_014_me.wav
17, Is is the is the is the big that's talk to that work?,0.6769203543663025,0 days 00:04:26.200000,0 days 00:04:30.300000,03/09/22,220309_014_me.wav
18, Wet wet wet.,0.6236228942871094,0 days 00:04:35.700000,0 days 00:04:39.800000,03/09/22,220309_014_me.wav
19, Just seen you at your in the theater yet pot that you don't really have to do any of the school almost done.,0.8033841848373413,0 days 00:04:42.200000,0 days 00:04:48.300000,03/09/22,220309_014_me.wav
20, Traumatized.,0.8152242302894592,0 days 00:04:53.800000,0 days 00:04:54.700000,03/09/22,220309_014_me.wav
21, I have also have homework to do it 12.,0.9184841513633728,0 days 00:04:57.500000,0 days 00:05:00.400000,03/09/22,220309_014_me.wav
22," Have a lot of things, do it 12. Yeah. I know that's why I'm kind of like if it was.",0.8848117589950562,0 days 00:05:02.900000,0 days 00:05:09.500000,03/09/22,220309_014_me.wav
