,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,No worries.,0.9649624824523926,0 days 00:00:44.700000,0 days 00:00:46.500000,03/14/22,220314_002_others.wav
1," Yeah, they are.",0.9765599370002747,0 days 00:00:55.900000,0 days 00:00:56.700000,03/14/22,220314_002_others.wav
2, Is a real ID.,0.5981997847557068,0 days 00:01:29.300000,0 days 00:01:30.100000,03/14/22,220314_002_others.wav
3, Are you doing it as well?,0.8494768738746643,0 days 00:02:29.400000,0 days 00:02:31.600000,03/14/22,220314_002_others.wav
4, I think it looks like.,0.9660351872444153,0 days 00:03:14.800000,0 days 00:03:15.800000,03/14/22,220314_002_others.wav
5, Florida Lottery.,0.33224204182624817,0 days 00:03:18.300000,0 days 00:03:19.200000,03/14/22,220314_002_others.wav
6," Yeah, I know.",0.9651785492897034,0 days 00:03:46.200000,0 days 00:03:47,03/14/22,220314_002_others.wav
7, Opens up.,0.9063584804534912,0 days 00:03:52.800000,0 days 00:03:53.600000,03/14/22,220314_002_others.wav
8," Oh, yeah.",0.9408048391342163,0 days 00:04:15.100000,0 days 00:04:15.700000,03/14/22,220314_002_others.wav
9, We would be hiking and stay like that.,0.7027023434638977,0 days 00:04:29,0 days 00:04:32.500000,03/14/22,220314_002_others.wav
10, Why can't you see?,0.6296275854110718,0 days 00:04:33.800000,0 days 00:04:35.200000,03/14/22,220314_002_others.wav
11," Just like, they why.",0.8021148443222046,0 days 00:05:01.200000,0 days 00:05:02.100000,03/14/22,220314_002_others.wav
12, 100%.,0.9724574685096741,0 days 00:05:03.900000,0 days 00:05:05,03/14/22,220314_002_others.wav
13, MyChart know that.,0.631011426448822,0 days 00:05:06.700000,0 days 00:05:09.300000,03/14/22,220314_002_others.wav
14," Oh, na na, what's the name? What's the name? What's my name? What's my name?",0.8526395559310913,0 days 00:05:17.800000,0 days 00:05:24.900000,03/14/22,220314_002_others.wav
15, Really?,0.9876290559768677,0 days 00:05:34.900000,0 days 00:05:35.500000,03/14/22,220314_002_others.wav
16, Oh my God.,0.9250982403755188,0 days 00:05:57.300000,0 days 00:05:58.300000,03/14/22,220314_002_others.wav
17, For sure.,0.8881473541259766,0 days 00:06:13.300000,0 days 00:06:13.900000,03/14/22,220314_002_others.wav
18, Is really important in Hamlet.,0.8075283765792847,0 days 00:06:17.800000,0 days 00:06:19.100000,03/14/22,220314_002_others.wav
19, I got to see her.,0.7639060616493225,0 days 00:07:00.300000,0 days 00:07:01,03/14/22,220314_002_others.wav
20, Where you from?,0.8934597373008728,0 days 00:07:31.600000,0 days 00:07:32.200000,03/14/22,220314_002_others.wav
21, San Diego to l.a.,0.8609530925750732,0 days 00:07:32.500000,0 days 00:07:34,03/14/22,220314_002_others.wav
22, Yes.,0.952190101146698,0 days 00:07:35.300000,0 days 00:07:35.900000,03/14/22,220314_002_others.wav
23," I was born, Pasadena.",0.6634078025817871,0 days 00:07:37.500000,0 days 00:07:40,03/14/22,220314_002_others.wav
24, Mini mini?,0.6679223775863647,0 days 00:07:42.200000,0 days 00:07:42.800000,03/14/22,220314_002_others.wav
25," Yes, just beautiful.",0.7692400813102722,0 days 00:07:44.400000,0 days 00:07:50.300000,03/14/22,220314_002_others.wav
26," Anyway, I'll take a",0.611272931098938,0 days 00:07:51.500000,0 days 00:07:53.900000,03/14/22,220314_002_others.wav
27, America.,0.9308369755744934,0 days 00:07:57.200000,0 days 00:07:58,03/14/22,220314_002_others.wav
28, I love America.,0.9116840362548828,0 days 00:07:59.600000,0 days 00:08:01.200000,03/14/22,220314_002_others.wav
29, I can't imagine living up.,0.9412131309509277,0 days 00:08:04.800000,0 days 00:08:06,03/14/22,220314_002_others.wav
30, Haha.,0.7316226363182068,0 days 00:08:18.500000,0 days 00:08:19.100000,03/14/22,220314_002_others.wav
31, I love y'all pill.,0.7686992883682251,0 days 00:08:56.200000,0 days 00:08:57.200000,03/14/22,220314_002_others.wav
32," schooling, Simon",0.7265837788581848,0 days 00:09:01.100000,0 days 00:09:02.300000,03/14/22,220314_002_others.wav
33, What's the longest hike?,0.9513189792633057,0 days 00:09:31.700000,0 days 00:09:34.200000,03/14/22,220314_002_others.wav
34, Canoe Bay.,0.6816563606262207,0 days 00:09:44.800000,0 days 00:09:46.400000,03/14/22,220314_002_others.wav
35, It's a seal.,0.8656012415885925,0 days 00:09:52.800000,0 days 00:09:54.800000,03/14/22,220314_002_others.wav
36, It's like a,0.9375858902931213,0 days 00:09:59.700000,0 days 00:10:00.400000,03/14/22,220314_002_others.wav
37," On that, right?",0.9636569023132324,0 days 00:10:02,0 days 00:10:03.100000,03/14/22,220314_002_others.wav
38, Hi.,0.8501922488212585,0 days 00:10:04.600000,0 days 00:10:05,03/14/22,220314_002_others.wav
39, I undertake.,0.7069730758666992,0 days 00:10:08.600000,0 days 00:10:09.600000,03/14/22,220314_002_others.wav
40, Yeah.,0.8488447070121765,0 days 00:10:21.100000,0 days 00:10:21.500000,03/14/22,220314_002_others.wav
41, I don't have an IRA.,0.87065190076828,0 days 00:10:26.100000,0 days 00:10:29.200000,03/14/22,220314_002_others.wav
42, I could go for it.,0.819754421710968,0 days 00:10:37.200000,0 days 00:10:38.100000,03/14/22,220314_002_others.wav
43, Virginia.,0.9259873032569885,0 days 00:10:49.400000,0 days 00:10:50.300000,03/14/22,220314_002_others.wav
44," Get about that, but you can rent it out.",0.6406412720680237,0 days 00:10:55.200000,0 days 00:11:04.200000,03/14/22,220314_002_others.wav
45, Potters liquor.,0.31480175256729126,0 days 00:11:07.800000,0 days 00:11:08.500000,03/14/22,220314_002_others.wav
46, I didn't end up going.,0.9876290559768677,0 days 00:11:14.600000,0 days 00:11:15.400000,03/14/22,220314_002_others.wav
47, You have deactivated route.,0.7912260890007019,0 days 00:11:22.900000,0 days 00:11:24.600000,03/14/22,220314_002_others.wav
48, That's beautiful name.,0.7323547005653381,0 days 00:11:27.400000,0 days 00:11:28.500000,03/14/22,220314_002_others.wav
49, Acknowledging privilege in Southbury.,0.8337229490280151,0 days 00:11:35.500000,0 days 00:11:37.600000,03/14/22,220314_002_others.wav
50," so, so",0.7000669240951538,0 days 00:11:39.300000,0 days 00:11:39.900000,03/14/22,220314_002_others.wav
51," I know, I don't think you should fight it at all.",0.8107942938804626,0 days 00:11:55.700000,0 days 00:11:57.600000,03/14/22,220314_002_others.wav
52, Accordion music.,0.5712348222732544,0 days 00:12:05.100000,0 days 00:12:06.800000,03/14/22,220314_002_others.wav
53, I feel like I didn't like it.,0.5461729168891907,0 days 00:12:08.200000,0 days 00:12:10.500000,03/14/22,220314_002_others.wav
54, My house.,0.9788305163383484,0 days 00:12:16.200000,0 days 00:12:17,03/14/22,220314_002_others.wav
55," About like, oh no.",0.886050820350647,0 days 00:12:18.300000,0 days 00:12:20.100000,03/14/22,220314_002_others.wav
56," you know, them by mistake about like",0.7525883316993713,0 days 00:12:23.900000,0 days 00:12:25.500000,03/14/22,220314_002_others.wav
57," You, this is not yours.",0.8808937072753906,0 days 00:12:27.800000,0 days 00:12:29.900000,03/14/22,220314_002_others.wav
58," but like, yeah, but",0.8487507104873657,0 days 00:12:31.700000,0 days 00:12:33.500000,03/14/22,220314_002_others.wav
59, Call me when the bottle has been pretty low-key.,0.7434257864952087,0 days 00:12:38.400000,0 days 00:12:44.400000,03/14/22,220314_002_others.wav
60, Thank you.,0.9614534378051758,0 days 00:12:47.300000,0 days 00:12:47.900000,03/14/22,220314_002_others.wav
61," Anything is not like a, you know.",0.7940090298652649,0 days 00:12:55.100000,0 days 00:12:59.400000,03/14/22,220314_002_others.wav
62," Oh, yes.",0.9599905610084534,0 days 00:13:09.200000,0 days 00:13:10.100000,03/14/22,220314_002_others.wav
63, Take a break. I think we should.,0.9382321238517761,0 days 00:13:14.100000,0 days 00:13:18.400000,03/14/22,220314_002_others.wav
64," Right, you.",0.6723299026489258,0 days 00:13:22.700000,0 days 00:13:24.400000,03/14/22,220314_002_others.wav
65, Oh my head.,0.7996446490287781,0 days 00:13:37.200000,0 days 00:13:38.300000,03/14/22,220314_002_others.wav
66, Help me find a WhatsApp.,0.8820734024047852,0 days 00:13:44.700000,0 days 00:13:45.800000,03/14/22,220314_002_others.wav
67, Oh.,0.5658055543899536,0 days 00:13:57.800000,0 days 00:13:58.200000,03/14/22,220314_002_others.wav
68, my shoulders feel like permanently like,0.9458420276641846,0 days 00:13:59.700000,0 days 00:14:01.700000,03/14/22,220314_002_others.wav
69, Call Simon Smith.,0.5837643146514893,0 days 00:14:40.400000,0 days 00:14:41.500000,03/14/22,220314_002_others.wav
70, Ferrari.,0.3672143518924713,0 days 00:14:44.100000,0 days 00:14:45,03/14/22,220314_002_others.wav
71, No.,0.7841267585754395,0 days 00:14:47.400000,0 days 00:14:47.900000,03/14/22,220314_002_others.wav
72," Check up on it, like that.",0.7258506417274475,0 days 00:14:54.600000,0 days 00:14:55.700000,03/14/22,220314_002_others.wav
73, I think he knows.,0.973443865776062,0 days 00:14:57.700000,0 days 00:14:58.500000,03/14/22,220314_002_others.wav
74, Seattle.,0.8866525888442993,0 days 00:14:59.800000,0 days 00:15:00.600000,03/14/22,220314_002_others.wav
75, At the bluff.,0.9538198113441467,0 days 00:15:16.500000,0 days 00:15:17.400000,03/14/22,220314_002_others.wav
76, 552 return to brood.,0.7384948134422302,0 days 00:15:18.400000,0 days 00:15:23.400000,03/14/22,220314_002_others.wav
77," In the pouch. Like I know, I have it.",0.9788589477539062,0 days 00:15:42.200000,0 days 00:15:45,03/14/22,220314_002_others.wav
78, We're going to we're going to take lunch break.,0.8616955280303955,0 days 00:16:29.700000,0 days 00:16:31.800000,03/14/22,220314_002_others.wav
79, When have I look?,0.5652987957000732,0 days 00:16:43.100000,0 days 00:16:44,03/14/22,220314_002_others.wav
80, My guess is were were coming up on Earth.,0.8198739290237427,0 days 00:16:53.400000,0 days 00:16:56.300000,03/14/22,220314_002_others.wav
81," I don't think. Yeah, we're right.",0.9330722689628601,0 days 00:16:56.900000,0 days 00:16:58.400000,03/14/22,220314_002_others.wav
82," Oh, yeah.",0.9451775550842285,0 days 00:17:09.700000,0 days 00:17:10.300000,03/14/22,220314_002_others.wav
83, Yes.,0.8534306287765503,0 days 00:17:16.400000,0 days 00:17:16.900000,03/14/22,220314_002_others.wav
84, Was do it.,0.7604774832725525,0 days 00:17:29.500000,0 days 00:17:30.200000,03/14/22,220314_002_others.wav
85, Water purification.,0.8853214979171753,0 days 00:17:31.200000,0 days 00:17:33.300000,03/14/22,220314_002_others.wav
86, All of the.,0.7764618992805481,0 days 00:17:44.800000,0 days 00:17:45.500000,03/14/22,220314_002_others.wav
87," oh, I",0.8673643469810486,0 days 00:17:54.600000,0 days 00:17:55.900000,03/14/22,220314_002_others.wav
88, Maybe they really killed.,0.6600136160850525,0 days 00:18:04.600000,0 days 00:18:06.700000,03/14/22,220314_002_others.wav
89, Too much anymore.,0.9491193294525146,0 days 00:18:07.600000,0 days 00:18:08.500000,03/14/22,220314_002_others.wav
90, OU the hotspot.,0.672882616519928,0 days 00:18:24,0 days 00:18:25.200000,03/14/22,220314_002_others.wav
91, Bye-bye.,0.3009020984172821,0 days 00:18:34.500000,0 days 00:18:35,03/14/22,220314_002_others.wav
92," I feel like, but they were going to hit it on the way back. They were going like pasta.",0.8493176698684692,0 days 00:18:50,0 days 00:18:54.400000,03/14/22,220314_002_others.wav
93, Like we got a lot of olive oil.,0.9544885754585266,0 days 00:18:57.200000,0 days 00:19:01.100000,03/14/22,220314_002_others.wav
94," I mean, even though I'm a boy.",0.5739339590072632,0 days 00:19:11,0 days 00:19:14,03/14/22,220314_002_others.wav
95, Is the exchange rate for one or two?,0.7634497880935669,0 days 00:19:28.200000,0 days 00:19:30.500000,03/14/22,220314_002_others.wav
96, We really are.,0.8563646674156189,0 days 00:19:43.700000,0 days 00:19:44.500000,03/14/22,220314_002_others.wav
97, Adverb.,0.6556004285812378,0 days 00:19:50.200000,0 days 00:19:53.400000,03/14/22,220314_002_others.wav
98, That's a good one.,0.8012356162071228,0 days 00:20:09.900000,0 days 00:20:11,03/14/22,220314_002_others.wav
99," Like as a group, like, Ryu.",0.7597706913948059,0 days 00:20:13.700000,0 days 00:20:16,03/14/22,220314_002_others.wav
100," Yeah, I know.",0.7411108613014221,0 days 00:20:23.300000,0 days 00:20:24,03/14/22,220314_002_others.wav
101, Fresno.,0.4663672149181366,0 days 00:20:33.200000,0 days 00:20:33.800000,03/14/22,220314_002_others.wav
102, The fox.,0.8665542006492615,0 days 00:20:35.300000,0 days 00:20:35.900000,03/14/22,220314_002_others.wav
103, Yeah.,0.8497278094291687,0 days 00:20:45.800000,0 days 00:20:46.200000,03/14/22,220314_002_others.wav
104, No.,0.7832516431808472,0 days 00:20:56.400000,0 days 00:20:56.700000,03/14/22,220314_002_others.wav
105," Yeah, I know.",0.9712756276130676,0 days 00:21:07.900000,0 days 00:21:08.600000,03/14/22,220314_002_others.wav
106, You'll fall.,0.5100047588348389,0 days 00:21:35.700000,0 days 00:21:37,03/14/22,220314_002_others.wav
107, Yeah.,0.8465504050254822,0 days 00:21:38,0 days 00:21:38.300000,03/14/22,220314_002_others.wav
108," Hola, gracias.",0.9313887357711792,0 days 00:22:08.500000,0 days 00:22:10.200000,03/14/22,220314_002_others.wav
109, Did you have to see the rain clouds over there?,0.8780984878540039,0 days 00:22:57.100000,0 days 00:22:59,03/14/22,220314_002_others.wav
110, Lovely.,0.8037188053131104,0 days 00:23:10.700000,0 days 00:23:11.400000,03/14/22,220314_002_others.wav
111, Find me. We can eat way.,0.8163544535636902,0 days 00:23:13.400000,0 days 00:23:14.700000,03/14/22,220314_002_others.wav
112, Conk out.,0.7567124366760254,0 days 00:23:16.300000,0 days 00:23:16.900000,03/14/22,220314_002_others.wav
113, We don't have to stop song.,0.8762516975402832,0 days 00:24:11.300000,0 days 00:24:12.500000,03/14/22,220314_002_others.wav
114," I mean, no no, no. No, I mean",0.9467361569404602,0 days 00:24:18,0 days 00:24:20.900000,03/14/22,220314_002_others.wav
115, The only thing that might be like that is at sunrise.,0.8246757388114929,0 days 00:24:22.400000,0 days 00:24:25,03/14/22,220314_002_others.wav
116, Godzilla.,0.6090989708900452,0 days 00:25:01.400000,0 days 00:25:02.200000,03/14/22,220314_002_others.wav
117, Evidently next auction.,0.8682824969291687,0 days 00:25:21.700000,0 days 00:25:23.400000,03/14/22,220314_002_others.wav
118, Cousin.,0.826143741607666,0 days 00:25:28.700000,0 days 00:25:29.400000,03/14/22,220314_002_others.wav
119, Do you want ever?,0.8711344599723816,0 days 00:25:35.200000,0 days 00:25:36,03/14/22,220314_002_others.wav
120," you know, I mean,",0.8871617913246155,0 days 00:25:38.400000,0 days 00:25:39.200000,03/14/22,220314_002_others.wav
121, what's Camelback?,0.3992622196674347,0 days 00:25:50.900000,0 days 00:25:51.700000,03/14/22,220314_002_others.wav
122, Doesn't like I'm buried you alive in America.,0.7462729215621948,0 days 00:25:57.100000,0 days 00:26:00.600000,03/14/22,220314_002_others.wav
123, Apple cider.,0.8971569538116455,0 days 00:26:04.200000,0 days 00:26:05.600000,03/14/22,220314_002_others.wav
124," Oh, yeah.",0.9092954397201538,0 days 00:26:10.800000,0 days 00:26:13.300000,03/14/22,220314_002_others.wav
125, Wrongdoing.,0.8150637149810791,0 days 00:27:03.900000,0 days 00:27:04.700000,03/14/22,220314_002_others.wav
126, Breakfast.,0.8763239979743958,0 days 00:27:07.800000,0 days 00:27:09.200000,03/14/22,220314_002_others.wav
127, Leave in the morning. Go to next one.,0.7782394886016846,0 days 00:27:10.600000,0 days 00:27:12.700000,03/14/22,220314_002_others.wav
128, It's hard to tell because even though while you're on the turns.,0.9341356158256531,0 days 00:27:28,0 days 00:27:31.700000,03/14/22,220314_002_others.wav
129, I'm the best.,0.6084743142127991,0 days 00:27:43.700000,0 days 00:27:45.400000,03/14/22,220314_002_others.wav
130, And I come scientists.,0.6759536862373352,0 days 00:27:58.600000,0 days 00:28:00.400000,03/14/22,220314_002_others.wav
131, I know.,0.6487155556678772,0 days 00:28:04.500000,0 days 00:28:05,03/14/22,220314_002_others.wav
132, Hola.,0.32465115189552307,0 days 00:29:06.800000,0 days 00:29:09.600000,03/14/22,220314_002_others.wav
133," Oh, no.",0.8741472959518433,0 days 00:29:23,0 days 00:29:23.400000,03/14/22,220314_002_others.wav
