,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"I know I can trust them, you know, but it's like exactly. Don't the pot that sort of thing, you know, you know.",0.9291011095046997,0 days 00:00:00,0 days 00:00:15.500000,12/05/21,211205_001_me.wav
1, Are you flushed?,0.6947982311248779,0 days 00:00:44.300000,0 days 00:00:45.500000,12/05/21,211205_001_me.wav
2, Let's Roll.,0.8065646886825562,0 days 00:01:07.300000,0 days 00:01:07.900000,12/05/21,211205_001_me.wav
3," No, I'll take. I'll take Montevista.",0.6545083522796631,0 days 00:01:15.800000,0 days 00:01:17.600000,12/05/21,211205_001_me.wav
4," the problem is that you got into this, like",0.9610007405281067,0 days 00:01:23.100000,0 days 00:01:25.200000,12/05/21,211205_001_me.wav
5," yeah, I know. Great to have like Mutual. Hey, how are you doing?",0.9038852453231812,0 days 00:01:28.100000,0 days 00:01:40.800000,12/05/21,211205_001_me.wav
6, Wake me up. We are opposite.,0.8622837066650391,0 days 00:01:42.300000,0 days 00:01:45.300000,12/05/21,211205_001_me.wav
7, Something.,0.911629855632782,0 days 00:01:47.100000,0 days 00:01:48,12/05/21,211205_001_me.wav
8," Okay, I'll wrap that Simon is not in the room, but I bet Simoniz nearby. If you ask Simon.",0.8970676064491272,0 days 00:01:50.100000,0 days 00:01:59.200000,12/05/21,211205_001_me.wav
9," Like, if you, if you really want to pick, pick it up if you just take text Simon and I'll see if you can use his key card to drop it off and then we got to wherever he is. He's walking somewhere on campus and then you can go inside my room and it's on my desk if you want.",0.9485430121421814,0 days 00:02:00.300000,0 days 00:02:13.700000,12/05/21,211205_001_me.wav
10," Yeah, he seemed the Vine.",0.7213845252990723,0 days 00:02:15.800000,0 days 00:02:20,12/05/21,211205_001_me.wav
11," I think five ends is something that like she I know she's kind of cheese. She's very OCD in the way and so like time to watch really well because it just so full of that extraneous stuff. So Department spirit and fire that said, if I think is like need to do one thing I didn't notice about about like it says that liked is that the only get tougher environments to, it's fun with serious Ashley and in a very real way, there is no seriousness to Someone Like, You know, a Ting Define at see how there is no likeness is because you realize that, like, all of them are like, like, all that causes about doc fucking shit. The time you think about these, you know, that's just absolutely.",0.9610175490379333,0 days 00:02:25.100000,0 days 00:03:20.700000,12/05/21,211205_001_me.wav
12," Brutal truth, you know, the way of life in a way that like, they're not serious. Oh, yeah, like I was with him. And I noticed that even like my own.",0.8492171168327332,0 days 00:03:25,0 days 00:03:54.600000,12/05/21,211205_001_me.wav
13, Exactly. It's not like 311 in order to human it down. What are the problems are guarding against set of like his heart. It's like so far this how you get some good Consulting.,0.8996801972389221,0 days 00:04:00.200000,0 days 00:04:30,12/05/21,211205_001_me.wav
14," Feel like getting to the right place at exactly. It's the biggest bulshit that exists. Like, psychologically, stressful time is in the past week, in the past, like, six messed up during the recruitment season. For like, like, logical stressing. There's no, like, like low-income go like, you know, who got a good job on April 9th to the 13th. If you look at like the context of know it, like I I like fully agree with it, take you out but it's hardly been the same way like in the same time like it. Because I don't think they recognized that I tried. Do you know whose land is being like, you know, but that is being liked. By the way, the land is like that, like spiritual, like whatever.",0.9740352034568787,0 days 00:04:33.300000,0 days 00:05:30.200000,12/05/21,211205_001_me.wav
15," 66% stake holder in this massive pipeline episode of, like, reservation land and the problem, but it's like the thing is, if you want to appeal to see and see if you would say that, like, oh, this is a clear violation of private property violation of every single, like whatever like and it's going to like several several different. Holy sites and talk about land and religion being, can I stay at the hotel? But the difference would like there is a sense of my place. While we're at practice, has it taken out from this land. And so, if you separate out, like the key portions of, this is what it's like, it's fucking cool. I kind of like, where they just write on it.",0.9527031183242798,0 days 00:05:33.200000,0 days 00:06:32.400000,12/05/21,211205_001_me.wav
16," Not to mention the wall, doesn't need more pipe, let you know, like, you know, and you know what, you know, maybe. So don't necessarily think in terms of like he will do, it seemed see as well as other places as well as all the places. I mean agent, whatever seems he's not walking. Well, whatever you can definitely sort of accumulate progressively.",0.9347075819969177,0 days 00:06:33.200000,0 days 00:07:32.500000,12/05/21,211205_001_me.wav
17," Job Corps in the country, you know, what seems he just happens to have a close connection to the company. So that way, you know, I think it would like it, it wouldn't even if it's because they don't have to like think of these things and they won't have like a cheese, take on that. Pathetic thing is like.",0.9388877749443054,0 days 00:07:33.200000,0 days 00:07:51.500000,12/05/21,211205_001_me.wav
18," But yeah, if you feel tiedeals, that's what I'm saying. There is a way to like him to never system vice president.",0.9242797493934631,0 days 00:07:53.900000,0 days 00:08:07.600000,12/05/21,211205_001_me.wav
19," And yeah, that's right. You all of that, like the people, the legal people, the people like, walking me is like, right, right. I mean, you know, and then. Like, I'm not sure if that's like missing something, even be a teaching, don't not like, it might look slightly effect. Taking place around power. Has some real understanding of like, oh, you cannot sleep fact that you have to do something that would look good for a job. And this is the bullshit that I'm at one. Seems you'll be like shit and then like, what it like that. It's so fucking. It was like, whatever. And I'm like, holy shit like that, especially office.",0.964933454990387,0 days 00:08:15.700000,0 days 00:09:05.100000,12/05/21,211205_001_me.wav
20, Another school shooting.,0.9680492281913757,0 days 00:09:07.300000,0 days 00:09:08.100000,12/05/21,211205_001_me.wav
21," It's a massive life skill of a bachelor in the wild. Like it just even seem derisively a team. See, you know in this like or if it go away, you know, and that's like those bullshiting. Like I have infinite respect for pets up, just like one does not respect. So anyway, place, but like the actual school is actually doing a real asset in a way, you know, the fact that I like, you know, instead of just like, you know, having like mine are black lives matter things rice, and they have like that one, the first one, the first schools office full degrees, you know, in prison systems, you know, several different prisons and I think that's a ton up late. If you want to go out hiking.",0.9515240788459778,0 days 00:09:09.300000,0 days 00:10:07.700000,12/05/21,211205_001_me.wav
