,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Wish I could just walk down and then it's time to work. Work. Work, work work.",0.8797303438186646,0 days 00:00:39.400000,0 days 00:00:46.600000,03/28/22,220328_002_me.wav
1,Do my taxes to my Justin?,0.7121443152427673,0 days 00:00:58.600000,0 days 00:01:01.100000,03/28/22,220328_002_me.wav
2, Thinking about the snapping.,0.5946967601776123,0 days 00:01:12,0 days 00:01:14.100000,03/28/22,220328_002_me.wav
3," No one, like fights anymore in real life like that, like unlike public stages.",0.942282497882843,0 days 00:01:17.400000,0 days 00:01:22,03/28/22,220328_002_me.wav
4, Bright.,0.6550666093826294,0 days 00:01:28.700000,0 days 00:01:29.100000,03/28/22,220328_002_me.wav
5, I wonder how Jada think so at this one. I just think that don't know. What date Giada.,0.9268162846565247,0 days 00:01:31.300000,0 days 00:01:36,03/28/22,220328_002_me.wav
6, Can you go get a sweater?,0.7368099093437195,0 days 00:01:41.300000,0 days 00:01:42.300000,03/28/22,220328_002_me.wav
7, Who is Kaplan from my house either? Or I was thinking the library close to a new bike is that. And then we can just,0.8979442715644836,0 days 00:01:45.800000,0 days 00:01:56.500000,03/28/22,220328_002_me.wav
8, Set that for a while thinking maybe she could do dinner or like something.,0.8702417612075806,0 days 00:01:58.200000,0 days 00:02:03.800000,03/28/22,220328_002_me.wav
9," Oh, and you should eat something before then. That's when you eat breakfast oatmeal.",0.8753357529640198,0 days 00:02:06.800000,0 days 00:02:12.900000,03/28/22,220328_002_me.wav
10, But I see if you think it's enough.,0.8091570138931274,0 days 00:02:14.700000,0 days 00:02:16.900000,03/28/22,220328_002_me.wav
11," No, I don't want to walk in that room with it.",0.8326259851455688,0 days 00:02:17.800000,0 days 00:02:21.900000,03/28/22,220328_002_me.wav
12," Do you like Captain kind of like Grill? Me about like, why didn't you invite me over that then? And I was like, I don't want to host. You ate the snow, my house. You suck. I want to say,",0.9268181920051575,0 days 00:02:23.300000,0 days 00:02:36.100000,03/28/22,220328_002_me.wav
13, When you were trying to really what was you saying?,0.9349679946899414,0 days 00:02:36.900000,0 days 00:02:39.100000,03/28/22,220328_002_me.wav
14, D'usse.,0.7881438136100769,0 days 00:02:43.600000,0 days 00:02:44.200000,03/28/22,220328_002_me.wav
15, Boarding me.,0.714300274848938,0 days 00:02:49.200000,0 days 00:02:49.800000,03/28/22,220328_002_me.wav
16, Funny.,0.6535004377365112,0 days 00:02:53.400000,0 days 00:02:55.600000,03/28/22,220328_002_me.wav
17, That's funny. I just see I don't know how to.,0.8925536870956421,0 days 00:02:59.100000,0 days 00:03:01.900000,03/28/22,220328_002_me.wav
18, I don't know how to.,0.9652851223945618,0 days 00:03:03.200000,0 days 00:03:05.800000,03/28/22,220328_002_me.wav
19, Reactants of horses.,0.8835227489471436,0 days 00:03:07.300000,0 days 00:03:08.700000,03/28/22,220328_002_me.wav
20," I know, I kind of like a couple weeks 6 5 6 weeks.",0.7785346508026123,0 days 00:03:11.900000,0 days 00:03:18.900000,03/28/22,220328_002_me.wav
21, There is so much to do.,0.9298654198646545,0 days 00:03:23.300000,0 days 00:03:24.700000,03/28/22,220328_002_me.wav
22," No, cuz I need to know the date of your fasting, the OST.",0.9142019748687744,0 days 00:03:26.100000,0 days 00:03:28.700000,03/28/22,220328_002_me.wav
23," We need to figure out what that when those dates are. Yeah, cuz I'm just going to be walking my stuff.",0.9385123252868652,0 days 00:03:32.500000,0 days 00:03:39.500000,03/28/22,220328_002_me.wav
24, during the,0.9445029497146606,0 days 00:03:40.500000,0 days 00:03:42.300000,03/28/22,220328_002_me.wav
25," I don't want to, I don't want you to die, but you can try. And just I feel like we'll be really uncomfortable.",0.8892428278923035,0 days 00:03:46.900000,0 days 00:03:53.700000,03/28/22,220328_002_me.wav
26, The handle Boston.,0.5196602940559387,0 days 00:03:55.200000,0 days 00:03:56.700000,03/28/22,220328_002_me.wav
27," How would that what you like 9? Where you going to put your feet off, that we should get a two-person bicycle. Hello? This showing up for just showing up for like a kind of",0.8978359699249268,0 days 00:03:59,0 days 00:04:20.600000,03/28/22,220328_002_me.wav
28, time in the nature and,0.8687477111816406,0 days 00:04:23.600000,0 days 00:04:24.900000,03/28/22,220328_002_me.wav
29," I feel like I could be funny. Yeah, it would be funny if we will. Yeah, I feel like people wouldn't like that.",0.9340375661849976,0 days 00:04:27,0 days 00:04:31.400000,03/28/22,220328_002_me.wav
30," I love you. I'm sorry. I'm not, I'm not feeling bad. I'm just I'm just",0.9573567509651184,0 days 00:04:36.300000,0 days 00:04:40.100000,03/28/22,220328_002_me.wav
31," Stacy. Yeah, very Spacey.",0.7687197327613831,0 days 00:04:41.200000,0 days 00:04:44.900000,03/28/22,220328_002_me.wav
32, What about o?,0.7464449405670166,0 days 00:04:55.400000,0 days 00:04:58.600000,03/28/22,220328_002_me.wav
33," this is,",0.9876290559768677,0 days 00:05:01.900000,0 days 00:05:02.500000,03/28/22,220328_002_me.wav
34, Willow.,0.9751729369163513,0 days 00:05:04,0 days 00:05:04.700000,03/28/22,220328_002_me.wav
35, Hit the phone.,0.8450803160667419,0 days 00:05:22.700000,0 days 00:05:24.600000,03/28/22,220328_002_me.wav
36, I'm like ready to this kind of Snappy.,0.9077479839324951,0 days 00:05:26.700000,0 days 00:05:29.800000,03/28/22,220328_002_me.wav
37, He had the big one.,0.8160907626152039,0 days 00:05:36.300000,0 days 00:05:37.600000,03/28/22,220328_002_me.wav
38," It's a really big horse. That doesn't involve animals and which I must horse. I believe. I cried and yeah, specially horseback riding like that, like meant to be on Desplaines and just post Lee running free and to see them like saddled with people riding on top of them, you know, the fact that 99% of the time they're not being rat in a cage inside with no place to move it. And then I'd be like running for like miles and miles and like open Plains.",0.9506047964096069,0 days 00:05:39,0 days 00:06:09.400000,03/28/22,220328_002_me.wav
39, Just for like rich peoples being able to overlook. My horsepower is Manitou. I canceled the rainbows and coming because the rain was going to die soon. What you meant by.,0.9373184442520142,0 days 00:06:10.400000,0 days 00:06:19.500000,03/28/22,220328_002_me.wav
40," I just want to finish this semester and then go like ready to finish it up. I'm like, it's been a long cement.",0.9742456674575806,0 days 00:06:21.100000,0 days 00:06:30.900000,03/28/22,220328_002_me.wav
41," In like ready? Yeah, exactly. Like I I need I need like the song that I like spending time with that. Even I'm going to India on and being with family and stuff is crazy cuz we were like home for so long and then we were thrown into this far and environment just like to know so much about the adjustment. That was going to happen like this. Don't leave the mass of adjustment. That was",0.9577039480209351,0 days 00:06:32.300000,0 days 00:06:58.100000,03/28/22,220328_002_me.wav
42," I think that we had left the site in a strong, you know, because of that because it's like there's weed. Like it there so much. You know, I'm just throwing into all these people all the time.",0.9086685180664062,0 days 00:06:59.100000,0 days 00:07:09.800000,03/28/22,220328_002_me.wav
43, Yeah.,0.7902170419692993,0 days 00:07:11.600000,0 days 00:07:12.900000,03/28/22,220328_002_me.wav
