,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Doing well in what I literally with my life.,0.857205867767334,0 days 00:00:02.700000,0 days 00:00:05.700000,03/07/22,220307_008_others.wav
1, Isaac about the affordable housing. Struggle in Westchester Yonkers.,0.9454872608184814,0 days 00:00:11.800000,0 days 00:00:17.200000,03/07/22,220307_008_others.wav
2," happy ending, but I want you to have to see some of the hardships that come from this fine, especially like it's like really close and I wouldn't change if you'd like ecstasy and Mike decided you're going to work on it and then like you can be these back but like",0.9267092943191528,0 days 00:00:36.100000,0 days 00:00:55.400000,03/07/22,220307_008_others.wav
3, Do a little a short-term project cuz it's like there's this isn't going to be doing on the side with her New York will be like under a butt.,0.8823277950286865,0 days 00:01:00.100000,0 days 00:01:10.900000,03/07/22,220307_008_others.wav
4, He was saying.,0.9876291155815125,0 days 00:01:12.700000,0 days 00:01:14.100000,03/07/22,220307_008_others.wav
5," Two things I can do right now. Our coalition-building is just like board, various backgrounds age group is parts of Westchester is for get in touch with L. I already have Jamal. He follows me on Instagram. So that's fine.",0.9231657981872559,0 days 00:01:15.400000,0 days 00:01:30.900000,03/07/22,220307_008_others.wav
6, Instagram.,0.9187259078025818,0 days 00:01:33.900000,0 days 00:01:36.100000,03/07/22,220307_008_others.wav
7," midnight, but",0.8516143560409546,0 days 00:01:45.500000,0 days 00:01:46.400000,03/07/22,220307_008_others.wav
8," So coalition-building is the first thing that I can do from here to start sanding. And the second thing is that, I thought maybe this whole thing is going to do start Gathering the language used cars now. So I from local newspapers, Facebook groups there, something called Next like people in a neighborhood like Post & Ship going to like they literally like he was on his time Pasadena. Like, let's see what was happening outside in a hoodie. Like exactly what do you want? What I want to do. Or if they gather all of these different mother day would be really good at is still dirty was accused of the stereotypes and the framing. So that like the girl I work with them and then the people that are the neutral ones framing, all these various you're going to need to because I told him a little bit.",0.9626327157020569,0 days 00:01:47.300000,0 days 00:02:45.500000,03/07/22,220307_008_others.wav
9," Solid cuz like you know, something was like the Press was like, you know block and lot next to anything that you're realizing like microaggressions. And he likes things really like like you're going to need stomach door and Citizen and let you know.",0.9227159023284912,0 days 00:02:48.200000,0 days 00:03:05.600000,03/07/22,220307_008_others.wav
10," like older, like",0.9876291155815125,0 days 00:03:08.800000,0 days 00:03:10.600000,03/07/22,220307_008_others.wav
11," Grandmas and moms, and I'm like, oh, yeah.",0.7512415051460266,0 days 00:03:12.200000,0 days 00:03:18.200000,03/07/22,220307_008_others.wav
12," Really interesting. So what the kid was saying was that redistribution in Scarsdale already, kind of all housing is defined as being a fordable that are 30% of household income. Housing, affordable, housing for low-income. People is like then it has to be like 24% of of an area. So in Scarsdale",0.9445631504058838,0 days 00:03:18.800000,0 days 00:03:53.700000,03/07/22,220307_008_others.wav
13, Convoluted.,0.8391473889350891,0 days 00:03:55.700000,0 days 00:03:56.400000,03/07/22,220307_008_others.wav
14," It's got 240,000, right? So then nothing is not going to be losing. It's going to be.",0.8723546266555786,0 days 00:03:57.300000,0 days 00:04:05.500000,03/07/22,220307_008_others.wav
15," I like your having like, you know.",0.8151346445083618,0 days 00:04:07.700000,0 days 00:04:09.900000,03/07/22,220307_008_others.wav
16," Yeah, is that it is late and it looks like so curious where the right? So the argument isn't that like school and comes from where in Edgewood in Fox Meadow, where the houses are a lot cheaper, but Simon, did you know where I'm from is Forest Hills called the hood of Scarsdale Edgewood in Fox Meadow, where the house is substantially cheaper than? And he's like they're putting less money in the school. The school is everyone.",0.9483819603919983,0 days 00:04:11,0 days 00:04:48.900000,03/07/22,220307_008_others.wav
17," Happens. Don't like people are worried for like reasons of the other night. If it was one of the arguments people make about value, but",0.8912478089332581,0 days 00:04:53.400000,0 days 00:05:08.300000,03/07/22,220307_008_others.wav
18," the thing is, is. This kid made an on.",0.8963052034378052,0 days 00:05:09.600000,0 days 00:05:13.600000,03/07/22,220307_008_others.wav
19," Unrelated segregation index. Even if you'd like. If you prefer like the incomes of like in Westchester, like, they're still, not that I were to live in sky. Is there. Yeah, so there's like, a whole, a question of culture that and right, one for sale is Jewish if there is a feeling or so like, also like can make it here in like four cars, like the reason Scarsdale is more diverse in Brosville with wasps, which is all lost old money.",0.9541919231414795,0 days 00:05:15.700000,0 days 00:05:51,03/07/22,220307_008_others.wav
20, Like new.,0.9288797378540039,0 days 00:05:52.200000,0 days 00:05:54,03/07/22,220307_008_others.wav
21, Like people in like looking at like income and like disparities in incoming housing prices like fall Hedgewood tend to be more of like the income-related Volvo Road and Quaker Ridge. There's more like that's what he was saying based on who,0.9439452886581421,0 days 00:06:03.800000,0 days 00:06:20.800000,03/07/22,220307_008_others.wav
22, even though I lie down in the,0.6421123743057251,0 days 00:06:22.800000,0 days 00:06:25.500000,03/07/22,220307_008_others.wav
23," Say, if you were, if you were moved out yet.",0.7654684782028198,0 days 00:06:27,0 days 00:06:29.300000,03/07/22,220307_008_others.wav
24," Oh, yeah, the butts. Are you like I like",0.7315955758094788,0 days 00:06:32.600000,0 days 00:06:37.500000,03/07/22,220307_008_others.wav
25, It's like an oasis.,0.9360431432723999,0 days 00:06:38.900000,0 days 00:06:41.800000,03/07/22,220307_008_others.wav
26," I'm not, I'm not, I'm not I'm not crazy generational Mouse.",0.9458795785903931,0 days 00:06:42.900000,0 days 00:06:47.600000,03/07/22,220307_008_others.wav
27," being different, but",0.9168785214424133,0 days 00:06:50.200000,0 days 00:06:53.200000,03/07/22,220307_008_others.wav
28," What I was thinking about the like the thing about arguments about, like, oh, there's no segregation population compared to Bronxville. And so, but the thing about Scarsdale at host of studies about how Asian places where there are more diverse pool, which is pretty much is code for like Jews and him is diarrhea.",0.9396888017654419,0 days 00:06:54.200000,0 days 00:07:20.200000,03/07/22,220307_008_others.wav
