,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Awesome.,0.8148597478866577,0 days 00:01:22.500000,0 days 00:01:23.200000,03/20/22,220320_001_me.wav
1, Nas on my phone deposit.,0.8160591125488281,0 days 00:01:32.700000,0 days 00:01:36,03/20/22,220320_001_me.wav
2, Might be.,0.7198936939239502,0 days 00:01:37.900000,0 days 00:01:38.500000,03/20/22,220320_001_me.wav
3," Yeah, I know. Don't worry about it.",0.9740321040153503,0 days 00:01:42.500000,0 days 00:01:44.400000,03/20/22,220320_001_me.wav
4, And I'm lost to coming back in walking.,0.7634594440460205,0 days 00:01:46.700000,0 days 00:01:49.600000,03/20/22,220320_001_me.wav
5, Okay.,0.9628334045410156,0 days 00:01:53.900000,0 days 00:01:54.400000,03/20/22,220320_001_me.wav
6, Okay.,0.9729831218719482,0 days 00:01:59.200000,0 days 00:01:59.800000,03/20/22,220320_001_me.wav
7, Find the years go by.,0.9774709939956665,0 days 00:02:11.300000,0 days 00:02:13,03/20/22,220320_001_me.wav
8, Friendship will.,0.7016205787658691,0 days 00:02:15.400000,0 days 00:02:17.300000,03/20/22,220320_001_me.wav
9, Maybe die.,0.9435800909996033,0 days 00:02:18.400000,0 days 00:02:19.800000,03/20/22,220320_001_me.wav
10, 5 and life is going to ignite. I love this old man.,0.7819320559501648,0 days 00:02:26,0 days 00:02:35.500000,03/20/22,220320_001_me.wav
11, When do Robux?,0.8706150054931641,0 days 00:02:39,0 days 00:02:41.500000,03/20/22,220320_001_me.wav
12, You wouldn't believe what your old pal says. You can meet me at the house.,0.7068045139312744,0 days 00:02:48.900000,0 days 00:02:54.100000,03/20/22,220320_001_me.wav
13, Let's go. I just want to make sure I got that before closing. It might be at 4 and play clothes.,0.838520348072052,0 days 00:02:55.500000,0 days 00:03:01.900000,03/20/22,220320_001_me.wav
14, Bath & Beyond.,0.4555051028728485,0 days 00:03:12.200000,0 days 00:03:13,03/20/22,220320_001_me.wav
15, Make him buy bocanova.,0.44789499044418335,0 days 00:03:19.300000,0 days 00:03:20.600000,03/20/22,220320_001_me.wav
16," Okay, the Skull Valley snots, give us all that. So he would let me.",0.7432445287704468,0 days 00:03:22.300000,0 days 00:03:26.200000,03/20/22,220320_001_me.wav
17, Grandma.,0.7872526049613953,0 days 00:03:33.800000,0 days 00:03:34.400000,03/20/22,220320_001_me.wav
18, Auditory processing.,0.8571875095367432,0 days 00:03:35.500000,0 days 00:03:37.500000,03/20/22,220320_001_me.wav
19," Yes, that's fine. I love that.",0.8138888478279114,0 days 00:03:38.600000,0 days 00:03:42.300000,03/20/22,220320_001_me.wav
20, Okay.,0.907795786857605,0 days 00:03:45.700000,0 days 00:03:50.700000,03/20/22,220320_001_me.wav
21," Some of them folks with me a little bit stronger YouTube, but not just me and school.",0.9165894985198975,0 days 00:03:56.300000,0 days 00:04:08.900000,03/20/22,220320_001_me.wav
22, When do?,0.9798081517219543,0 days 00:04:10.400000,0 days 00:04:11.300000,03/20/22,220320_001_me.wav
23, Okay. Got to go to sleep.,0.8871005177497864,0 days 00:04:21.500000,0 days 00:04:24.900000,03/20/22,220320_001_me.wav
24, And I'm going to try to sleep all the time. We'll see.,0.7936252951622009,0 days 00:04:26.400000,0 days 00:04:31.900000,03/20/22,220320_001_me.wav
25, A flight at 6:45.,0.8993360996246338,0 days 00:04:35.600000,0 days 00:04:37.200000,03/20/22,220320_001_me.wav
26," Oh, mama. Our flight is at 6:45.",0.8440832495689392,0 days 00:04:40.700000,0 days 00:04:44.100000,03/20/22,220320_001_me.wav
27, Do you think poop is coming the other? I think we'll just cancel that wake you up. Okay.,0.7757739424705505,0 days 00:04:47.800000,0 days 00:04:58.400000,03/20/22,220320_001_me.wav
28, Yeah.,0.8576470613479614,0 days 00:05:00.600000,0 days 00:05:01,03/20/22,220320_001_me.wav
29," It is not no traffic Valley, 40 minutes. Hello.",0.9346480965614319,0 days 00:05:03.600000,0 days 00:05:11.300000,03/20/22,220320_001_me.wav
30, Let's go walk later.,0.9104740023612976,0 days 00:05:19.300000,0 days 00:05:20.800000,03/20/22,220320_001_me.wav
31, SSI every single day.,0.9085334539413452,0 days 00:05:26.200000,0 days 00:05:29.100000,03/20/22,220320_001_me.wav
32, Do the when they say like cool each other.,0.8344723582267761,0 days 00:05:31.300000,0 days 00:05:33.800000,03/20/22,220320_001_me.wav
33," Things I told mine. So if you treated me off, I wouldn't talk to you if he met my dad. Very evidently just would have liked has a the resentment to with my brother. And that just comes out in that like really rough. And it's just a thing is that's a thousand cubitainer mean. Yeah, they were just like screw it in. The thing. Is that like my brother just like it is like seething at the edges yesterday, like, apparently he was like screaming about the crime, in Sweden about land of Refuge. He's in like, you know, and everything like that, you know about like a these boom is that are so selfish and just want to keep them by this. Just like it, you know exactly what you're talkin about. The, you know, this 80s this 80s, Matic totally just been obviously not like my last not like that but like it's like he has that in him.",0.9723930954933167,0 days 00:05:36.500000,0 days 00:06:34.400000,03/20/22,220320_001_me.wav
34," You know, and I know, Brothers like that prototypical academic, you know, will bring up sort of like this is like, that's why. I like I said, like it don't bring up covid-19 everything going at my mom's great. Like, a lot of weight is like in the, he's like, never been rewarded for throwing some of his, his weight, in the things, you know, and so he just said, have like, when his feelings change. Like, he's Frozen his up, into that in any Frozen, something to that. And then you got some really rare and range and passion to buy things. And then you just like, he's not really necessarily like thinking with his hat. He's just thinking what, you know, and it's like",0.9577802419662476,0 days 00:06:36.500000,0 days 00:07:36.500000,03/20/22,220320_001_me.wav
