,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Hej finns det i have to you fucking Jam on the West Coast You're The One That information Jaha Är No I just about anything about what things feels like everything everything goes Slow down you know,0.890520453453064,0 days 00:00:04.900000,0 days 00:00:59.800000,03/05/22,220305_003_me.wav
1,I went There She Goes like to use and manage all of my thoughts are making Me Myself and I know I feel like. I don't feel the need of Myself like you open my life and I know that has come Freedom go and Mike and going so excited.,0.8802342414855957,0 days 00:01:04.900000,0 days 00:01:47,03/05/22,220305_003_me.wav
2,I am back in time and it feels like. It's getting back to know if you like it was really Inside That was going on about this like sticking to myself and my friend. I have a nice place in the singer in o Nana Florin inte fryser Mercedes,0.8811812400817871,0 days 00:01:52.100000,0 days 00:02:42.400000,03/05/22,220305_003_me.wav
3,"Where do I do I do a b c You're a mask i feel bad advokat? Tack bror, jag är I live in a calling everything i say and its applications for life has anything like that and I Desire and can work independently and Acquisitions and and Away Without Me Now",0.8410522937774658,0 days 00:02:52.100000,0 days 00:03:52,03/05/22,220305_003_me.wav
4,and Emotion in a light frequency season 2 of everything you can I have someone from The Voice how to study Light language Models and I don't talking Heidi Heidi,0.8606418967247009,0 days 00:03:52.100000,0 days 00:04:43.400000,03/05/22,220305_003_me.wav
5,southernmost typ Yeah and sex som hjälper ju outside vs Samsung account because I am happy with the capital of me know when are because I can come back from covariance and me like everyone on Me Now You're Gone,0.9056722521781921,0 days 00:04:45.300000,0 days 00:05:23.300000,03/05/22,220305_003_me.wav
6,Jag har semester,0.6304789185523987,0 days 00:05:25.600000,0 days 00:05:26.900000,03/05/22,220305_003_me.wav
7, Jag minns kan du söka då?,0.19829706847667694,0 days 00:05:28.400000,0 days 00:05:31.500000,03/05/22,220305_003_me.wav
8, stats English,0.34063827991485596,0 days 00:05:34.800000,0 days 00:05:36.700000,03/05/22,220305_003_me.wav
9, så långt nude,0.16298286616802216,0 days 00:05:43.800000,0 days 00:05:52.100000,03/05/22,220305_003_me.wav
10, Ja jag tar ett tag i syns sandgeting och Jessie J and philosophy and like my code in Everything Thank you Passenger Like An end it's funny how like I've sexually with my decision not like.,0.8538780212402344,0 days 00:05:55.900000,0 days 00:06:53.300000,03/05/22,220305_003_me.wav
11, I like Fy fan vad är förlåten like the psychological For Those Who have everything you know I love that is assumed that she does a j Dustin built environment variables.,0.7997978925704956,0 days 00:06:55.900000,0 days 00:07:28.200000,03/05/22,220305_003_me.wav
12, Yes that's crazy post by tomorrow Yeah it's fine.,0.7321234941482544,0 days 00:07:30.300000,0 days 00:07:54.900000,03/05/22,220305_003_me.wav
