,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Hayloft.,0.8423658609390259,0 days 00:00:16.400000,0 days 00:00:17.500000,03/05/22,220305_004_others.wav
1, We'll go up to 100.,0.5276727676391602,0 days 00:00:18.700000,0 days 00:00:20,03/05/22,220305_004_others.wav
2, I really,0.981816291809082,0 days 00:00:22.400000,0 days 00:00:23.500000,03/05/22,220305_004_others.wav
3, Yeah.,0.8092161417007446,0 days 00:00:33.700000,0 days 00:00:34.200000,03/05/22,220305_004_others.wav
4, Kimkaps.,0.22691385447978973,0 days 00:00:38.700000,0 days 00:00:39.400000,03/05/22,220305_004_others.wav
5, I need to leave your teddy.,0.7765225768089294,0 days 00:00:45.700000,0 days 00:00:47.300000,03/05/22,220305_004_others.wav
6," yeah, I got the",0.9607996940612793,0 days 00:01:05.200000,0 days 00:01:06,03/05/22,220305_004_others.wav
7, Let's go soon.,0.967236340045929,0 days 00:02:27.200000,0 days 00:02:28.400000,03/05/22,220305_004_others.wav
8," Yeah, I figured that out.",0.6932004690170288,0 days 00:02:30,0 days 00:02:31.300000,03/05/22,220305_004_others.wav
9, Doll houses.,0.6127054691314697,0 days 00:02:37.300000,0 days 00:02:37.900000,03/05/22,220305_004_others.wav
10," but one of these,",0.7951714396476746,0 days 00:02:39.200000,0 days 00:02:40,03/05/22,220305_004_others.wav
11, And then I'm going to go up. I just know I mean it.,0.8681001663208008,0 days 00:02:49.100000,0 days 00:02:53.100000,03/05/22,220305_004_others.wav
12," Yeah, I know.",0.6368035674095154,0 days 00:02:58.100000,0 days 00:02:58.900000,03/05/22,220305_004_others.wav
13, people can make on a,0.8890393972396851,0 days 00:03:04.900000,0 days 00:03:06.600000,03/05/22,220305_004_others.wav
14, 5 days in $35.,0.8184921741485596,0 days 00:03:17.700000,0 days 00:03:20.100000,03/05/22,220305_004_others.wav
15," but then again,",0.8779518008232117,0 days 00:03:27.600000,0 days 00:03:28.900000,03/05/22,220305_004_others.wav
16, Yeah.,0.8493362665176392,0 days 00:03:44.100000,0 days 00:03:45.300000,03/05/22,220305_004_others.wav
