,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,"Oh my God, it was.",0.7869306206703186,0 days 00:00:09.400000,0 days 00:00:10.600000,03/20/22,220320_003_me.wav
1, I don't think it work.,0.924329936504364,0 days 00:00:19.200000,0 days 00:00:20.300000,03/20/22,220320_003_me.wav
2," Dr. Marten outside in maybe, we'll go to the reminder. Yeah, they're always in it. And I'd like 4000 4000 m in the wall. And so there is just like, massive glacial revisits, the freshest water at like so we doing for okay.",0.9031624794006348,0 days 00:00:22,0 days 00:01:00,03/20/22,220320_003_me.wav
3, Do it. It's a flight. South Africa's. He Is We would like to see it. I just want a,0.8177486658096313,0 days 00:01:01.100000,0 days 00:01:08.900000,03/20/22,220320_003_me.wav
4," It's like a tiny. You see found that anything. Everything is great. I have you guys have the blue, you but there aren't like any likes it, but there's no need to take a flight, down to Elk Elefante. You have? The second biggest might be where was Little Town Piney mini town with Amanda and Ian. Like, it was like with a backpack and stuff and, you know, for out and these are always really cool. Cuz it's like if you had like so many, I got bitten by a animal and cut my hand swelled up.",0.939838707447052,0 days 00:01:10.300000,0 days 00:02:07.100000,03/20/22,220320_003_me.wav
5," But then I always like, you know, any spray texturing then at night. It was like and the winners of real rainbow the attentive and it was it was going to rain, we'll just come down.",0.9107019901275635,0 days 00:02:10.300000,0 days 00:02:20.400000,03/20/22,220320_003_me.wav
6," I know, but it wasn't like, I could bite you ride the trails as nothing kind of like reaction. Capitola.",0.880822479724884,0 days 00:02:34.200000,0 days 00:02:42,03/20/22,220320_003_me.wav
7," I would chat though. Yeah, I wouldn't mind something and someone dies at this time. I mean, I've had that the haluk have it cool that my high school. You were able to like do off-time school instead of Raikou. So you can then you just walked in the restaurant is beautiful. Also, actually I can do that.",0.9374395608901978,0 days 00:02:53.200000,0 days 00:03:44.800000,03/20/22,220320_003_me.wav
8," Like right at 12. I think we're going to intense but it half way, we can take him, then the Panthers tripod. Thanks. It was it was really in the main takeaway. I don't ever want to try much. I don't speak the 90s.",0.9155319333076477,0 days 00:03:53.500000,0 days 00:04:25.700000,03/20/22,220320_003_me.wav
9," Are the Invicta. So great, the big ones.",0.7395601272583008,0 days 00:04:31.100000,0 days 00:04:35.300000,03/20/22,220320_003_me.wav
10, Awesome.,0.9664589166641235,0 days 00:04:39.300000,0 days 00:04:40.100000,03/20/22,220320_003_me.wav
11, Find property in the shower. I know I'm good.,0.8290712237358093,0 days 00:04:41,0 days 00:04:55.500000,03/20/22,220320_003_me.wav
12, I think like it wasn't nothing like a celebration partly because I don't think anyone was surprised.,0.9184285998344421,0 days 00:05:06.400000,0 days 00:05:11.100000,03/20/22,220320_003_me.wav
13, Got a couple of your bunch of Labs look like,0.8100889921188354,0 days 00:05:17.700000,0 days 00:05:21.400000,03/20/22,220320_003_me.wav
14," Franklin. P80 student study with which, like, in a Franklin eaten by the book, about Nova fencing and fitting Nation, just like Smooths out the cup PlayStation.",0.8850511908531189,0 days 00:05:28.300000,0 days 00:06:16.500000,03/20/22,220320_003_me.wav
15," a general principle that has sort of like, basically,",0.7551488876342773,0 days 00:06:28.400000,0 days 00:06:43.400000,03/20/22,220320_003_me.wav
16," Like I am now sick. I'm like, confused as to watch which one to pick. I'm wondering if you knew anything about liking weather like that. I can go to come the day to sign PC side of things, you want to walk with you. Fucking need to leave. Like within sort of a field that has like almost no researches it. We will have this, you know, if you know what I mean.",0.9470244646072388,0 days 00:06:46.800000,0 days 00:07:13.300000,03/20/22,220320_003_me.wav
17," You don't like psychology and I'm in a couple of like Labs. I like heavy pump in that in which they said these things and have to be at. I can probably get him go straight for like the one lab that like, I have a really good lately. So many people to walking that and they do like a Mickey or Zions. How am I doing? This is Marlon Wayans and I would like to therapy and stuff like that. Like a lot of acted and B-Legit.",0.9309864044189453,0 days 00:07:15.400000,0 days 00:08:07.400000,03/20/22,220320_003_me.wav
18, It looks a bit like are we testing this?,0.7417019009590149,0 days 00:08:15.400000,0 days 00:08:17.400000,03/20/22,220320_003_me.wav
19, But I do like it. Why what does compounded mean?,0.8217843770980835,0 days 00:08:18.900000,0 days 00:08:46.600000,03/20/22,220320_003_me.wav
20," Part of the whole big thing, baby, They do do that. We're ready, rice, and send in. Of time, probably should take not one of the fundamental like nothing ever be able to like escalate composite. Problem, is all the data that week. Is that she crazy? It's like the language date. That is not acting like a single person. And if you just got like, if you might people offer, if you make enough people, you have, you can actually like really test of all the phenomenon in a way that",0.9425770044326782,0 days 00:09:04.300000,0 days 00:10:00,03/20/22,220320_003_me.wav
