,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,Sorry not sorry for missing the point I just I am a superstar Solveig and I like I am working to live with a Librarian A Check my messages and outside my door and I am sorry.,0.8567253947257996,0 days 00:01:35.700000,0 days 00:02:04.900000,04/05/22,220405_001_me.wav
1,Can you show the perfect for a walk with a great?,0.789503812789917,0 days 00:02:10,0 days 00:02:15.200000,04/05/22,220405_001_me.wav
2, I still Feel the on the pastels the preatures the same on it much more like and unlike vattenglas i Premier upp in my mind The Lost on you talking about this is how I feel like this 2019 points of like I know whether operation surf spread from Android to feel that feels like Thunder Run Danmark,0.8950845003128052,0 days 00:02:16.200000,0 days 00:02:55.900000,04/05/22,220405_001_me.wav
3, Annars kör time for me there is no like mine body to listen here and there is like a single and like a single creature like.,0.9088878631591797,0 days 00:02:57.100000,0 days 00:03:22.500000,04/05/22,220405_001_me.wav
4, Distracted and I like that I am single picture I like something like a four on a feeling make single page I feel I feel like I just Stay film Itunes from my body.,0.8189105987548828,0 days 00:03:24.300000,0 days 00:03:52.700000,04/05/22,220405_001_me.wav
5," I feel like I can I can Cats on to Mentor experience of health and I know like this connection casinot. Men tar vi en första klivet and make that should be like I like your ingenting away the release of Cheese Stop Me Now I know you like dig en Zingo Zingo creature därmed bara feel that way It's like I can look at the hotel Statt I know you think I like about you will be like a time no, see.",0.8649700284004211,0 days 00:03:56.600000,0 days 00:04:39.400000,04/05/22,220405_001_me.wav
6," Thanks again, About The knife is about to like I do I feel feels. I don't.",0.7490919828414917,0 days 00:04:40.100000,0 days 00:04:47.100000,04/05/22,220405_001_me.wav
7, Silverhome my body that Side Where is strange and something for the weather was part of Gender stuff while the weather in Manchester this also and I just feel like to.,0.8066940307617188,0 days 00:04:47.700000,0 days 00:05:08.700000,04/05/22,220405_001_me.wav
8, Anna I like that to take the fuck yourself and large and and game just like everyone like I like a thing now.,0.8291789889335632,0 days 00:05:09.500000,0 days 00:05:29.600000,04/05/22,220405_001_me.wav
9, eller så mysiga close my eyes open up and down like looking and my body from The Tide Is High Line work up and down and I think a lot of the body stuff control som Directions in the Medical staff and and just not answering my body when all the operation is not allowed to my family and so I don't like Traveling with a Real Sociedad Unknown,0.8608956933021545,0 days 00:05:31.900000,0 days 00:06:12.300000,04/05/22,220405_001_me.wav
