,sentence,sentence_confidence,start_time,end_time,date,original_audio
0,I was hoping.,0.8412573337554932,0 days 00:00:00.100000,0 days 00:00:02.600000,02/26/22,220226_005_me.wav
1," The big discrepancy between science and eyes that she's done like a bunch of ketamine and I haven't, it's like I just like going to have to do it at some point. I'm kind of like it disappeared like like like I'm telling you like it it hit me while I was trying to go take 50 for the coffee. Is it everywhere and they will all Shake that can see. That was a city in this party party. It was out. I want to go poop while on money. Like you can feel every single little inch of your body. It was, it was insane. It was a note in Saint of my life. Not the most in the same experiences of my life. One that out to that, like they can feel it.",0.9606736898422241,0 days 00:00:04.300000,0 days 00:00:59,02/26/22,220226_005_me.wav
2," Listen to the music and lying in those bean bags in. Like. I know a Cisco Asus that cuz they cold enough to they knew a lot of people going to do drugs like you go crazy. Yeah, I mean to have this big Oasis, haryana Walla crate with apple lightning so far.",0.925881028175354,0 days 00:01:04.200000,0 days 00:01:30.400000,02/26/22,220226_005_me.wav
3, I think Coke in my pressure. Is there a little Coke where you went to see? Just like?,0.7886550426483154,0 days 00:01:34.100000,0 days 00:01:38.300000,02/26/22,220226_005_me.wav
4," My new friend group is Frank, Lucas call, who is Lola.",0.8911888003349304,0 days 00:01:38.800000,0 days 00:01:43,02/26/22,220226_005_me.wav
5," Old and young, I'm really happy that you're playing at that.",0.8040523529052734,0 days 00:01:48.300000,0 days 00:01:52,02/26/22,220226_005_me.wav
6," I feel like I feel like you lost a little bit of a dilemma cuz I like it, like that.",0.8038581013679504,0 days 00:01:53.500000,0 days 00:02:11.600000,02/26/22,220226_005_me.wav
7, Book Nook app.,0.5715779662132263,0 days 00:02:15.300000,0 days 00:02:16.800000,02/26/22,220226_005_me.wav
8," But like I kind of just stopped of this event is not just that. It looks like we need a cup. Just a face to look like like some kind of like the thought of a celebrity for a love like that. And it's like no like we're not like you don't like white. Yeah, not going about like the way in which is like the phone, then to a different sort of like it into a different like pause and then it won't let you know.",0.9185341000556946,0 days 00:02:19,0 days 00:02:51.900000,02/26/22,220226_005_me.wav
9, This is like what you do tonight?,0.6750091910362244,0 days 00:02:54.300000,0 days 00:02:55.800000,02/26/22,220226_005_me.wav
10," Back window. Can I get all my God? Thank you, though. It's just like whenever she's like Aretha Franklin like all of our existing her voice when she sick.",0.8733674883842468,0 days 00:03:03.400000,0 days 00:03:19.200000,02/26/22,220226_005_me.wav
11, Call Angie.,0.7470534443855286,0 days 00:03:30.300000,0 days 00:03:31,02/26/22,220226_005_me.wav
12," I'm really, really young.",0.9123576879501343,0 days 00:03:32.900000,0 days 00:03:35.400000,02/26/22,220226_005_me.wav
13," Stop like walkie. No, that's like, that's where it happens.",0.7804812788963318,0 days 00:03:36.800000,0 days 00:03:40.800000,02/26/22,220226_005_me.wav
14," Storage, this is so fun.",0.8437820672988892,0 days 00:03:45.800000,0 days 00:03:49.400000,02/26/22,220226_005_me.wav
15," Three races. Yeah. Yeah, I can do it too, too. Busy.",0.9183935523033142,0 days 00:04:09.200000,0 days 00:04:22.500000,02/26/22,220226_005_me.wav
16," About liability waiver that. Yeah, sure.",0.6713443398475647,0 days 00:04:25.800000,0 days 00:04:27.900000,02/26/22,220226_005_me.wav
17, Ogami out now.,0.8074290752410889,0 days 00:04:30.300000,0 days 00:04:31.800000,02/26/22,220226_005_me.wav
18, It might be a long fucking wait time.,0.8200253248214722,0 days 00:04:37.300000,0 days 00:04:39.300000,02/26/22,220226_005_me.wav
19, How is the proper way of coffee?,0.4390285015106201,0 days 00:04:48.700000,0 days 00:04:50.200000,02/26/22,220226_005_me.wav
20, Honestly.,0.977748453617096,0 days 00:04:51.600000,0 days 00:04:52.300000,02/26/22,220226_005_me.wav
21," I think that is bought like 50 or crazy number of, right? I think, I think they just doesn't coffee.",0.8872165679931641,0 days 00:04:56.800000,0 days 00:05:02.400000,02/26/22,220226_005_me.wav
22," Yeah, I'm going to go to the bathroom and let me drive.",0.8457086086273193,0 days 00:05:05.400000,0 days 00:05:07.800000,02/26/22,220226_005_me.wav
23, Young mini mini mini golf.,0.9362112283706665,0 days 00:06:17.200000,0 days 00:06:20.500000,02/26/22,220226_005_me.wav
24, I have going on. I kind of,0.5576173663139343,0 days 00:06:25.500000,0 days 00:06:27.100000,02/26/22,220226_005_me.wav
25," buses are what kind of like,",0.7985898852348328,0 days 00:06:37.600000,0 days 00:06:39.600000,02/26/22,220226_005_me.wav
26," I just feel like it's going to be, it's going to be like Vegas like except for kids like the kids.",0.8962537050247192,0 days 00:06:42.600000,0 days 00:06:50.200000,02/26/22,220226_005_me.wav
27, No.,0.7873086929321289,0 days 00:06:52.600000,0 days 00:06:53.700000,02/26/22,220226_005_me.wav
28, Play some really pretty big one and then buy it like closing off. Like it sounds like pick us up. Now. I can just come down.,0.7658051252365112,0 days 00:06:54.800000,0 days 00:07:16.900000,02/26/22,220226_005_me.wav
29," Yeah, honestly.",0.9181222915649414,0 days 00:07:19.200000,0 days 00:07:20.600000,02/26/22,220226_005_me.wav
30, I'm worth it.,0.6680049896240234,0 days 00:07:21.900000,0 days 00:07:22.500000,02/26/22,220226_005_me.wav
31," Going to be really fun to like that. Like these, if it was during the day, we could like going fucking like rent like roller roller skates and fucking roller skate on the fucking on the fucking beat the kid. She felt like",0.9376671314239502,0 days 00:07:27.300000,0 days 00:07:37.900000,02/26/22,220226_005_me.wav
32," Yo, yo, yo, yo.",0.7389463186264038,0 days 00:07:40.600000,0 days 00:07:41.900000,02/26/22,220226_005_me.wav
33," Do you want my dad? This get to school when he was? He looked up in like this forest mountain. Can you go out any problems that you grabbed onto the buses? And so, they're like three or four people, like, holding up. The boss is like skiing, like whatever on that skis, as you know, is anyone strong me to see that bowling is kind of slow and you don't like move around as much as not as much as I like the short time you choose. You guys agree with that.",0.9631752371788025,0 days 00:07:53.800000,0 days 00:08:32.300000,02/26/22,220226_005_me.wav
34," Yeah, mini golf with Dave & Buster's.",0.8555172085762024,0 days 00:08:32.800000,0 days 00:08:35.400000,02/26/22,220226_005_me.wav
35," What do you think is going to be more busy? Just give a call. If you want to give a call to see how busy they are. Please. Let's call and see how how, how, fucking. Dave & Buster's.",0.9201930165290833,0 days 00:08:36.300000,0 days 00:08:50.400000,02/26/22,220226_005_me.wav
36, How late does Dave & Buster's go?,0.9180156588554382,0 days 00:08:58.200000,0 days 00:09:00.600000,02/26/22,220226_005_me.wav
37, Really Jack.,0.7195827960968018,0 days 00:09:01.500000,0 days 00:09:02.300000,02/26/22,220226_005_me.wav
38," I mean, 3 million.",0.27975594997406006,0 days 00:09:02.800000,0 days 00:09:05.800000,02/26/22,220226_005_me.wav
39," Can I have the job? They can. You try to go for the Sequoia. Sequoia, Capital, Robin. This job. Really? What's the difference?",0.8930977582931519,0 days 00:09:07.300000,0 days 00:09:13.200000,02/26/22,220226_005_me.wav
40, Mysterious.,0.9389784932136536,0 days 00:09:29.700000,0 days 00:09:30.800000,02/26/22,220226_005_me.wav
41," how do you make like a hundred million a million every year, 2 billion /, 20 every",0.795304000377655,0 days 00:09:33.600000,0 days 00:09:46.500000,02/26/22,220226_005_me.wav
42," 100 million every fucking. Yeah, that's insane. What the fuck?",0.8717095255851746,0 days 00:09:49.400000,0 days 00:09:55.700000,02/26/22,220226_005_me.wav
43, The people who've been there for a really long time.,0.7120102643966675,0 days 00:09:57,0 days 00:10:03.400000,02/26/22,220226_005_me.wav
44," Still got pay, right? I mean,",0.8417442440986633,0 days 00:10:04.300000,0 days 00:10:07,02/26/22,220226_005_me.wav
45," I'm not sure about that and then they like precocious like young. Okay, so it's it's pretty, it's pretty yeah.",0.8520635366439819,0 days 00:10:11.100000,0 days 00:10:17.400000,02/26/22,220226_005_me.wav
46," Yeah, I mean it's not going to be too bad. You know what I mean? It's like pretty. I mean, if you would like that much invested in I'll probably not small one.",0.8898431062698364,0 days 00:10:19.600000,0 days 00:10:27.400000,02/26/22,220226_005_me.wav
47, I do have to pay extra for.,0.8171869516372681,0 days 00:10:30.500000,0 days 00:10:33,02/26/22,220226_005_me.wav
48, How to manage things like lawn metrics. If no magician shot then they develop,0.850590705871582,0 days 00:10:35.900000,0 days 00:10:42.100000,02/26/22,220226_005_me.wav
49, How did he figure out how to do the tricks?,0.8922455906867981,0 days 00:10:45.900000,0 days 00:10:49.800000,02/26/22,220226_005_me.wav
50, Kind of like wait and come like I can come over to my house. Mr. West.,0.8894811272621155,0 days 00:10:53.500000,0 days 00:11:00.100000,02/26/22,220226_005_me.wav
51, Pine Rest is really hot. It's like a really bad.,0.7070371508598328,0 days 00:11:11.800000,0 days 00:11:17.800000,02/26/22,220226_005_me.wav
52, I like all now. I really like the anime. Robert Pattinson as Batman.,0.8472330570220947,0 days 00:11:21.500000,0 days 00:11:30.300000,02/26/22,220226_005_me.wav
53," Oh, wait, can I say?",0.8669403195381165,0 days 00:11:47.600000,0 days 00:11:48.700000,02/26/22,220226_005_me.wav
54, Oh boy.,0.604694128036499,0 days 00:11:52.600000,0 days 00:11:54.100000,02/26/22,220226_005_me.wav
55," I think, I think, I think the thing is that like we have, like, like, like I'm going to say something terrible yet. I was literally about to say something.",0.8927276730537415,0 days 00:12:00.800000,0 days 00:12:09.900000,02/26/22,220226_005_me.wav
56, What pasta looks right?,0.5486607551574707,0 days 00:12:19.800000,0 days 00:12:24.100000,02/26/22,220226_005_me.wav
57, I just killed Biggie and K.,0.7691184878349304,0 days 00:12:24.700000,0 days 00:12:26.800000,02/26/22,220226_005_me.wav
58," There are so many, so many fucking rappers that got shot for that like fucking ridiculously expensive, shyt.",0.8249749541282654,0 days 00:12:32.300000,0 days 00:12:37.300000,02/26/22,220226_005_me.wav
59, Yeah.,0.6105718612670898,0 days 00:12:38.600000,0 days 00:12:39,02/26/22,220226_005_me.wav
60, Really?,0.9469392895698547,0 days 00:12:42.600000,0 days 00:12:43.200000,02/26/22,220226_005_me.wav
